"Gene","ENTREZID"
"MT-ATP6",NA
"POGLUT2","79070"
"PLOD1","5351"
"IGHEP2","3499"
"CNOT2","4848"
"RPL36AP43","100271646"
"TEAD2","8463"
"GCATP1","319140"
"PIGF","5281"
"MARK2P8","100421498"
"CRACD","57482"
"IGFBP6","3489"
"FMO3","2328"
"LINC01144","400752"
"OAS1","4938"
"SDS","10993"
"QPCTL","54814"
"DUSP10","11221"
"NT5C3B","115024"
"PHB",NA
"PJA1","64219"
"SKA2","348235"
"ZFTA","65998"
"GAU1","101929549"
"PTMAP1","5758"
"ZNRD1ASP",NA
"ACTA2","59"
"TPI1P2","286016"
"IL4I1","259307"
"MATN1-AS1","100129196"
"FAM193A","8603"
"AMN1","196394"
"LINC02453","643770"
"CRB2","286204"
"CDH15","1013"
"TMEM154","201799"
"MIR194-2HG","105369343"
"TINCR","257000"
"CYP4F25P","100288827"
"TAF1D","79101"
"HSD17B6","8630"
"ERGIC1","57222"
"CSPG4P12","728121"
"NDUFB4","4710"
"TSFM","10102"
"SF3A2","8175"
"TTC38","55020"
"CARMIL2","146206"
"PI4KB","5298"
"KIF5C","3800"
"LINC01547","84536"
"CLCN4","1183"
"NOS1AP","9722"
"TTC16","158248"
"ASNS","440"
"FBXO16","157574"
"FAM136A","84908"
"DRP2","1821"
"PLEKHA6","22874"
"MIXL1","83881"
"ISCA1","81689"
"TAS2R31","259290"
"LINC02334","101929077"
"RBPMSLP","54032"
"SMG7","9887"
"GABARAPL2","11345"
"MAP3K9-DT","100506411"
"NRCAM","4897"
"SLC9A5","6553"
"NPC2","10577"
"GRK3","157"
"PIGK","10026"
"RABGEF1","27342"
"CCDC144B",NA
"HAPLN3","145864"
"SLC16A3","9123"
"TMEM185A","84548"
"PHKA1","5255"
"RN7SL192P","106480974"
"PILRA","29992"
"SYN1","6853"
"MPV17","4358"
"LTBP4","8425"
"NIBAN1","116496"
"MSH5-SAPCD1","100532732"
"RPS6KA4","8986"
"CCDC59","29080"
"PTPRS","5802"
"PSMG2","56984"
"BIRC7","79444"
"MKNK2","2872"
"HILPDA","29923"
"CREBRF","153222"
"MRI1","84245"
"RGS10","6001"
"ST3GAL1P1","100421804"
"CLDN3","1365"
"CYP4A22-AS1","104355148"
"VWDE","221806"
"PDZD7","79955"
"SLC22A18AS","5003"
"SREBF2","6721"
"SNX10","29887"
"GAB2","9846"
"SOCS7","30837"
"DDX11L2","84771"
"TFIP11","24144"
"IP6K2","51447"
"NDRG3","57446"
"PLEKHG5","57449"
"SLC25A14","9016"
"MAP4K5","11183"
"SEM1P1","153842"
"TFEB","7942"
"JARID2-AS1","100506681"
"BDNF","627"
"CRISP3","10321"
"MED28","80306"
"KRT24","192666"
"PI4K2A","55361"
"RNF32-AS1","101927858"
"LHFPL5","222662"
"PPP2R5C","5527"
"SRGAP2D","100996712"
"ATG9A","79065"
"SLC18A2","6571"
"FCAR","2204"
"MFAP3","4238"
"GNAL","2774"
"CNP","1267"
"EFCAB12","90288"
"PAGR1","79447"
"NAT9","26151"
"FLII","2314"
"TTC32","130502"
"FAM228B","375190"
"AP1G2","8906"
"NOM1","64434"
"CCDC69","26112"
"ARHGEF39","84904"
"PRELID2","153768"
"SLFN14","342618"
"CUX1","1523"
"NFATC3","4775"
"RETREG1","54463"
"FCER2","2208"
"ERH","2079"
"CREB3L4","148327"
"HTR1F","3355"
"C7orf31","136895"
"ZFYVE26","23503"
"CDC42BPB","9578"
"SPATA1","100505741"
"HSPA8P15","100420051"
"FAAH2","158584"
"RNASEK","440400"
"PRDX3P1","100419031"
"PPM1B","5495"
"AKIRIN1","79647"
"CASP7","840"
"THSD8","111644133"
"TMEM192","201931"
"ENOX1","55068"
"HUNK","30811"
"TIAM1","7074"
"KPNA5","3841"
"EFS","10278"
"WDR93","56964"
"ZNF594","84622"
"RBFOX1","54715"
"PROCA1","147011"
"IFI44","10561"
"GPD1","2819"
"KCNH3","23416"
"SERTAD1","29950"
"AFF1","4299"
"PHF10","55274"
"SNHG20","654434"
"TMEM94","9772"
"ATXN7L3","56970"
"IRF2-DT","117134601"
"HMGB1P41","100873896"
"SORBS3","10174"
"VPS13B-DT","105375666"
"FBXW2","26190"
"HSPA8P14","642580"
"ALKBH6","84964"
"AZIN2","113451"
"MGAT4C","25834"
"DCUN1D2-AS","100874229"
"ADGRD1","283383"
"NFASC","23114"
"RASSF8","11228"
"PLEKHB1","58473"
"TRIM61","391712"
"GIPR","2696"
"RNF138","51444"
"TLR3","7098"
"ARID5A","10865"
"SERPIND1","3053"
"RPS6KL1","83694"
"EHD4","30844"
"FAM238C","387644"
"H2BU1",NA
"TRIM7","81786"
"PPT2","9374"
"NAALAD2","10003"
"ELP4","26610"
"DOK7","285489"
"TUBA3FP","113691"
"TPTE2P5","100616668"
"MSS51","118490"
"PDK2","5164"
"C1orf105","92346"
"P3H1","64175"
"CSTB","1476"
"FLNC","2318"
"DDX31","64794"
"DNM1P35","100128285"
"C1orf198","84886"
"C4orf46","201725"
"APOM","55937"
"GAPDHP1","2616"
"HEATR5A","25938"
"SNORD53B","109617012"
"TNFRSF10A-DT","389641"
"RAB39B","116442"
"RPS2P5","100130562"
"ZMPSTE24-DT","120017338"
"NXPH3","11248"
"DSCR9","257203"
"FBXO30","84085"
"ZNF333","84449"
"NAA80","24142"
"RPA2","6118"
"MPRIPP1","100421374"
"DENND1C","79958"
"CEP95","90799"
"RPL36AP15","100271325"
"COG3","83548"
"TIGD3","220359"
"PLCB2-AS1","100874186"
"LINC01816","100133985"
"WDR36","134430"
"DCAF11","80344"
"LINS1","55180"
"FANCG","2189"
"PIK3R3","8503"
"GRK4","2868"
"CLPTM1","1209"
"PAFAH2","5051"
"LINC00863","439994"
"UBL3","5412"
"ALG5","29880"
"DPEP3","64180"
"LINC01176","100506516"
"CD81","975"
"C2CD3","26005"
"GNL2","29889"
"CENPO","79172"
"P2RY14","9934"
"FLJ30679","146512"
"ZNF596","169270"
"CD151","977"
"LINC01973","400624"
"CLCN7","1186"
"ANKRD44","91526"
"MED8","112950"
"KCNK1","3775"
"LINC00672",NA
"LOXHD1","125336"
"TRPC1","7220"
"LINC01011","401232"
"RPS27AP7","728971"
"NUFIP1","26747"
"HSPA8P5","399988"
"ENTPD3-AS1","285266"
"NECAP2","55707"
"MLKL","197259"
"PIGL","9487"
"LINC01707","105378785"
"KMT5B","51111"
"RAB3C","115827"
"NAPG","8774"
"SLC7A5","8140"
"ZNF132","7691"
"USP19","10869"
"SLAMF9","89886"
"ELOVL1","64834"
"LINC01772","107984921"
"TRPV6","55503"
"CBX3P9","644101"
"DOCK5","80005"
"CACYBP","27101"
"CBX5","23468"
"GALK2","2585"
"PIGN","23556"
"LHX3","8022"
"NFKB2","4791"
"DUSP5","1847"
"PRPF19-DT","107984333"
"ZNF730","100129543"
"KIF28P","100130097"
"PCNA","5111"
"GCA","25801"
"COL6A5","256076"
"ZFYVE1","53349"
"TTC12","54970"
"EMX2","2018"
"CTBP1-AS","285463"
"MTMR7","9108"
"PAQR9","344838"
"DNAAF5","54919"
"GDI1","2664"
"HOOK2","29911"
"ZSCAN29","146050"
"NPHP1","4867"
"VMAC","400673"
"GRB2","2885"
"REL","5966"
"GLT1D1","144423"
"USP12-AS2",NA
"MIR7-3HG","284424"
"MED24","9862"
"WDR33","55339"
"KIFC3","3801"
"ARHGEF33","100271715"
"TSTD1","100131187"
"ACBD4","79777"
"DPCD","25911"
"GALNT16","57452"
"RNF19B","127544"
"PCOLCE","5118"
"GTF2E2","2961"
"CTBS","1486"
"GLRX","2745"
"CHEK2","11200"
"VIRMA-DT","101926977"
"LRRC28","123355"
"MRPS14","63931"
"ZNF483","158399"
"C19orf84","147646"
"GCSHP5","100329108"
"ZNF436-AS1","148898"
"FNIP2","57600"
"HLX","3142"
"ADPGK-AS1","100287559"
"RPUSD3","285367"
"NOMO3","408050"
"PTAFR","5724"
"OTUD7A","161725"
"NT5DC1","221294"
"LINC02754","105369360"
"LINC02615","100507487"
"THBS3","7059"
"AUNIP","79000"
"BAAT","570"
"SAR1B","51128"
"CATSPER3","347732"
"PANX1","24145"
"METTL4","64863"
"DIP2C","22982"
"MEGF11","84465"
"MMP21","118856"
"AGAP10P","653234"
"MAP3K20-AS1","339751"
"SMIM33","111064649"
"KCTD13","253980"
"KRT10-AS1","147184"
"RNF165",NA
"AOAH","313"
"CAPN1","823"
"RPL13P5","283345"
"POLG","5428"
"FLVCR1-DT","642946"
"DNM1","1759"
"NDUFB8","4714"
"CD27-AS1","678655"
"DLEU2","8847"
"GPR45","11250"
"SCAMP5","192683"
"PMFBP1","83449"
"HOXB2","3212"
"TRMT12","55039"
"TBKBP1","9755"
"ANKRD18DP","348840"
"CYP4V2","285440"
"OR10AD1","121275"
"MIR193BHG","100129781"
"PPP1R11","6992"
"UPP1","7378"
"TM9SF1","10548"
"IGLVIVOR22-2","84087"
"BCAS3","54828"
"CAPN14","440854"
"TLX2","3196"
"DPPA4","55211"
"TPGS2","25941"
"SLC25A41","284427"
"LINC01237","101927289"
"MTND6P4","106478943"
"IFT20","90410"
"GUSBP17","100049076"
"LINC01359","101927084"
"RNASEH1-AS1",NA
"CASD1","64921"
"DPP6","1804"
"RAB15","376267"
"SIRPB2","284759"
"CLMN","79789"
"C19orf85","111064650"
"ZMAT4","79698"
"PNMA3","29944"
"TMED3","23423"
"EFL1","79631"
"KRIT1","889"
"DLK1","8788"
"SLAMF7","57823"
"KIAA1958","158405"
"PAX9","5083"
"MOCOS","55034"
"LINC01968","100507391"
"EEFSEC","60678"
"MID1IP1","58526"
"HOMER2","9455"
"FPR1","2357"
"TRBC2","28638"
"GPR61","83873"
"LGALS8-AS1","100287902"
"KIAA2012","100652824"
"SIDT1","54847"
"ST18","9705"
"WIPF2","147179"
"FZD2","2535"
"SLAMF1","6504"
"IFITM1","8519"
"RAB30","27314"
"ZNF684","127396"
"ARHGAP28","79822"
"NDC80","10403"
"GLIPR1","11010"
"KDM4B","23030"
"ANAPC1","64682"
"GPRC5D-AS1","100506314"
"NRIR","104326052"
"BAG6","7917"
"CRYL1","51084"
"FRS3","10817"
"LINC02185","101927311"
"STK4-AS1",NA
"LINC01192","647107"
"AAR2","25980"
"ODAD3","115948"
"SKA1","220134"
"MUC16","94025"
"ZNF43","7594"
"OR2A4","79541"
"GPR161","23432"
"COL6A6","131873"
"TMLHE","55217"
"RN7SL338P","106479347"
"MIR6859-4","103504738"
"CTCFL","140690"
"FAM210B","116151"
"GAPLINC","100505592"
"GNG7","2788"
"DCST1","149095"
"CHTF8","54921"
"ZNF554","115196"
"WDTC1","23038"
"TEX10","54881"
"FOSL1","8061"
"GDF2","2658"
"RN7SL574P","106481079"
"MTRNR2L12","100463498"
"ZNF283","284349"
"EGR2","1959"
"HMGB1P19","100419979"
"ELOA-AS1","100506963"
"GEMIN6","79833"
"ZMYM3","9203"
"SF3A3P2","449645"
"GPR180","160897"
"CLDN9","9080"
"IFIT1P1","8373"
"PTP4A2P2","5769"
"LSM3","27258"
"CD58","965"
"ADM5","199800"
"RN7SL166P","106479282"
"DANCR","57291"
"ZNF442","79973"
"SRP72P2","153932"
"CYP2W1","54905"
"KIF24","347240"
"RN7SL258P","106480373"
"SPACA4","171169"
"ZNF667-AS1","100128252"
"MAP3K13","9175"
"NR2F1","7025"
"TCF25","22980"
"NUDT6","11162"
"HMGA2","8091"
"ANK3","288"
"CLEC2D","29121"
"WDCP","80304"
"ZNF37BP","100129482"
"TMEM198","130612"
"NSA2","10412"
"NFYC","4802"
"RN7SL220P","106479303"
"RPL12P4","116149"
"IKZF2","22807"
"CDIP1","29965"
"TRIT1","54802"
"PUM3","9933"
"ZNF34","80778"
"FAM83A-AS1","100131726"
"RARG","5916"
"EPCAM-DT","101927043"
"BEGAIN","57596"
"MAPKBP1","23005"
"NARF-IT1","100506001"
"CEP295","85459"
"WNK3","65267"
"PAOX","196743"
"OPTC","26254"
"DNAJC19P9","644589"
"LINC01543","100506787"
"STX5-DT","105369332"
"SYNE2","23224"
"C3orf35",NA
"MBP","4155"
"HSPE1P13","106480256"
"ZNF417","147687"
"GPR183","1880"
"CNIH3","149111"
"HNRNPM","4670"
"ECM1","1893"
"ACOX1","51"
"SHPRH","257218"
"FAM192BP","152667"
"PLCXD2","257068"
"MET","4233"
"ECPAS","23392"
"HES2","54626"
"TBC1D3","729873"
"RAI1","10743"
"LINC01529","644050"
"LINC02606","100506022"
"PI4KAP2","375133"
"WARS2","10352"
"TLK2P2","553121"
"TMEM39A","55254"
"SLC2A3P4","399495"
"PSPHP1","8781"
"HMGN2P3","728632"
"SERPINB2","5055"
"HK1","3098"
"SRSF9","8683"
"ORMDL2","29095"
"PATJ","10207"
"YES1P1","7526"
"USP39","10713"
"SFTPD","6441"
"MIF4GD-DT","100287042"
"SP140L","93349"
"GVINP1","387751"
"RAD51","5888"
"CST4","1472"
"NRARP","441478"
"PRMT1","3276"
"DQX1","165545"
"LINC01480","101927931"
"CHPF2","54480"
"RTTN","25914"
"UBE2MP1","606551"
"CEACAM19","56971"
"NAGA","4668"
"CTF1","1489"
"GINS3","64785"
"KPNA6","23633"
"SREK1IP1P1","100288151"
"SRSF3","6428"
"PLA2G15","23659"
"C1orf56","54964"
"RGS18","64407"
"VIPR1","7433"
"EIF4A1P2","359792"
"ALOX15","246"
"FHIP1A","729830"
"FASN","2194"
"PCDH17","27253"
"RPS4XP2","92507"
"R3HCC1L","27291"
"APBB1","322"
"PRRC2C","23215"
"LRSAM1","90678"
"EPHA1-AS1","285965"
"DUTP2","100873909"
"CHKA-DT","105369362"
"FAM186A","121006"
"ADGRE3","84658"
"PTOV1-AS2","101928378"
"C11orf24","53838"
"LY96","23643"
"DENND4B","9909"
"MARVELD3","91862"
"PRDX4","10549"
"DNAJC4","3338"
"LRRC37BP1","147172"
"MIR941-3","100126352"
"NAPSA","9476"
"RBM27","54439"
"CYB561","1534"
"NDUFA12","55967"
"GNAO1","2775"
"NOP56P1","646192"
"KMT2A","4297"
"STK39","27347"
"ALG1L2","644974"
"NUTM2B","729262"
"NID2","22795"
"RRAS","6237"
"RAD21-AS1","644660"
"NSMF","26012"
"GNG13","51764"
"LINC01160","100129269"
"IFT140","9742"
"ZNF232-AS1","101928000"
"KRT18P7","100418877"
"FAM133CP","728640"
"ADGRA3","166647"
"ZNF793","390927"
"DHFRP1","573971"
"GIGYF2","26058"
"RBM7","10179"
"PBK","55872"
"PSEN1","5663"
"RPS12P20","100271549"
"DUBR","344595"
"OPRD1","4985"
"RPS2P15","100270858"
"SGTB","54557"
"THAP12P7","100422712"
"EEF2KMT","196483"
"PECR","55825"
"CCT8","10694"
"ARAP2","116984"
"CHSY3","337876"
"ZNF607","84775"
"SNAPC2","6618"
"FOXD2","2306"
"TMEM217","221468"
"STIM2-AS1","105374546"
"MAIP1","79568"
"ANKRD18CP","101926917"
"GPSM1","26086"
"ZNHIT3","9326"
"WWP2","11060"
"PPP1R27","116729"
"SH3BP1","23616"
"ZNF232","7775"
"UQCRBP1","442454"
"SELL","6402"
"AACS","65985"
"HMGN2P28","100128372"
"SMC3P1","550644"
"CHGA","1113"
"STOX1","219736"
"ARHGAP24","83478"
"UNC79","57578"
"EIF2B5","8893"
"IQSEC1","9922"
"PPARD","5467"
"PRELID3A","10650"
"OGN","4969"
"RBM14-RBM4","100526737"
"WNK2","65268"
"CALR4P","441884"
"CDK20","23552"
"PRPSAP1","5635"
"FAF1-AS1","105378715"
"ZNF142","7701"
"ZNF354B","117608"
"SCRG1","11341"
"ANKS1B","56899"
"RPL5P5","730213"
"PAX8","7849"
"ZBTB47","92999"
"SGO1","151648"
"PHKA1P1","646780"
"ZNF358","140467"
"MCMDC2","157777"
"EDRF1-DT","399821"
"RELB","5971"
"LINC00663","284440"
"SLC35B4","84912"
"SESN2","83667"
"RPS16P5","647190"
"EEF1AKMT2","399818"
"DNAJC8","22826"
"ACTN1","87"
"TUFM","7284"
"CHCHD2P6","645317"
"SPRYD4","283377"
"STEEP1","63932"
"LANCL2","55915"
"SAP18","10284"
"RPS15P5","729789"
"ZNF334","55713"
"PROSER1","80209"
"LINC00528","200298"
"SLC7A6OS","84138"
"DVL3","1857"
"SYNPO2","171024"
"FGD2","221472"
"ASB13","79754"
"NECTIN1-DT","102724301"
"COX10-AS1",NA
"NCK2","8440"
"ZNF586","54807"
"GPX3","2878"
"KATNAL2","83473"
"PTMAP8","728873"
"SERPINA9","327657"
"CYP4F35P","284233"
"MPC1","51660"
"GASK1A","729085"
"CCDC180","100499483"
"COX19","90639"
"SPEN","23013"
"CDNF","441549"
"WDR61",NA
"SCAF4","57466"
"RNU6-826P","106479931"
"SEMA4C","54910"
"LYG2","254773"
"SNX30","401548"
"PHKA2","5256"
"AMHR2","269"
"CCDC174","51244"
"TYSND1","219743"
"DBI","1622"
"HYDIN","54768"
"SPDYA","245711"
"TFE3","7030"
"PTPN7","5778"
"SLC9A3R1",NA
"CEP78","84131"
"SPOCK3","50859"
"MTMR9","66036"
"PTMAP11","441454"
"RPGRIP1","57096"
"KLHL29","114818"
"LINC01764","105372290"
"ARLNC1","100996425"
"C9orf153","389766"
"IZUMO4","113177"
"SCRT2","85508"
"PLBD1","79887"
"GALM","130589"
"CBY1","25776"
"BATF3","55509"
"GTF2IRD2B","389524"
"NRF1","4899"
"RNA5SP344","100873606"
"KLHL33","123103"
"IL1B","3553"
"PPP1R9A","55607"
"PYM1","84305"
"MTOR","2475"
"FBXO25","26260"
"SYCP3","50511"
"MDM2","4193"
"TMEM200B","399474"
"LINC02482","105374366"
"DPY19L3-DT","400684"
"LIMCH1","22998"
"COPB2-DT","100507291"
"IGSF22","283284"
"KRT15","3866"
"CCDC120","90060"
"COQ7","10229"
"MICAL2","9645"
"RNF122","79845"
"ARL14EP","120534"
"LINC02846","105376323"
"SLX1B","79008"
"RN7SKP124","106480871"
"GPR153","387509"
"LINC00612","253128"
"ACAN","176"
"RFESDP1","100129167"
"C1GALT1P1","729409"
"SRSF8","10929"
"GNA15","2769"
"ZNF525","170958"
"MS4A1","931"
"EEF1AKMT1","221143"
"CENPU","79682"
"LINC02352","102725022"
"FAM131A","131408"
"ELMOD2","255520"
"ZHX3","23051"
"TP73-AS2","117134600"
"RPL39L","116832"
"RAET1E","135250"
"ITIH3","3699"
"ZCCHC14-DT","101928737"
"TSEN54","283989"
"RND1","27289"
"ACAT2","39"
"PLA2G2C","391013"
"SLC30A8","169026"
"C8orf44","56260"
"PKNOX2","63876"
"SNORA14B","677802"
"TMEM116","89894"
"GOLGA8J","653073"
"WFDC21P","645638"
"SNX18P3","100418975"
"SRD5A3","79644"
"TAGAP","117289"
"XRCC6P2","389901"
"UCN","7349"
"NOXA1","10811"
"ZNF667","63934"
"TSEN34","79042"
"FAHD2B","151313"
"TMEM9B-AS1","493900"
"MAP4K4","9448"
"CALML3-AS1","100132159"
"TTC41P","253724"
"CENPJ","55835"
"DPH6-DT","100507466"
"DCXR-DT","113523640"
"MAILR","100506753"
"PRRT3-AS1","100874032"
"GLIPR1L2","144321"
"ZNF546","339327"
"DLGAP1","9229"
"TMCO6","55374"
"FAM111B","374393"
"ZDHHC14","79683"
"GIMAP4","55303"
"SCN5A","6331"
"DDX43","55510"
"BCDIN3D","144233"
"ARHGAP11A-SCG5","114118903"
"SLC35C1","55343"
"SMYD2","56950"
"PKD2L2-DT","101928005"
"NIN","51199"
"SOX13","9580"
"ZSCAN31","64288"
"PSIP1P1","353329"
"ZNF747","65988"
"ORAI2","80228"
"EXTL3","2137"
"REXO2","25996"
"TLL2","7093"
"TMEM205","374882"
"EFNA4","1945"
"LINC02009","105377068"
"SDR39U1","56948"
"NDUFA5P11","102724866"
"RBMXP2","441391"
"RARA-AS1","101929693"
"REPS2","9185"
"KIF6","221458"
"DDN-AS1","105369758"
"NUTM2F","54754"
"GGT7","2686"
"LRRC32","2615"
"LAX1","54900"
"GRWD1","83743"
"RNU6-884P","106479957"
"NIPAL3","57185"
"ST13P5","144106"
"ATF3","467"
"CTSO","1519"
"SPACA6","147650"
"MAPK11","5600"
"LINC02656","399716"
"CDCA4","55038"
"CACNA1A","773"
"HCG4B","80868"
"ANKRD20A5P","440482"
"FKBP1A","2280"
"PEA15","8682"
"LINC02076","400579"
"PLGRKT","55848"
"FBXL16","146330"
"ZNF280B","140883"
"RLN1","6013"
"PTS","5805"
"HCG9","10255"
"PFKFB1","5207"
"STXBP4","252983"
"CWC27","10283"
"ATP13A2","23400"
"LAMA3","3909"
"GCNT7","140687"
"TOM1","10043"
"FAM177A1","283635"
"DBNDD2","55861"
"AKT1","207"
"RORA","6095"
"LINC00649","100506334"
"MSH5","4439"
"MIEF1","54471"
"NRXN2","9379"
"ANO2","57101"
"STAB2","55576"
"ZNF578","147660"
"RABL2B","11158"
"HIBCH","26275"
"NT5DC2","64943"
"SLC45A3","85414"
"FHDC1","85462"
"AP3S2","10239"
"TXNL1","9352"
"DAPK2","23604"
"ARF5","381"
"TARBP2","6895"
"DUOXA1","90527"
"CYP2F1","1572"
"FAT2","2196"
"PTPRE","5791"
"F8","2157"
"ZNF321P","399669"
"ERCC4","2072"
"IL1A","3552"
"EIF2S2P3","283014"
"ZNF346","23567"
"RUNX1","861"
"WBP1LP2","100506330"
"PLXNB3","5365"
"MYCBPAP","84073"
"TAF1A-AS1","100506161"
"AMIGO1","57463"
"MRPL13","28998"
"SETD6","79918"
"GATM","2628"
"KIAA2026","158358"
"MIR181A1HG","100131234"
"EEF1A1P30","402420"
"TLCD5","219902"
"COL6A4P2","646300"
"UTY","7404"
"UAP1L1","91373"
"FAM21FP","100288690"
"CDC25C","995"
"GARNL3","84253"
"SNRPG","6637"
"ARL13A","392509"
"KRI1","65095"
"SLC6A6","6533"
"ARPIN","348110"
"VSTM2A","222008"
"WWC2-AS1","101928734"
"SEPTIN14P12","106480343"
"NSG1","27065"
"FOXO1","2308"
"LRP1B","53353"
"NACAD","23148"
"FOXP4-AS1","101060264"
"VPS26BP1","100421729"
"PLEKHG6","55200"
"CCT6P2","391739"
"LSM3P3","647302"
"ACTR3-AS1","101060091"
"P2RY1","5028"
"ABCG8","64241"
"GUSBP2","387036"
"NUP188","23511"
"DDX60","55601"
"LRRC37A4P","55073"
"NDC1","55706"
"TSG101","7251"
"KCTD7","154881"
"GPSM3","63940"
"SIRT2","22933"
"GASAL1","401472"
"INSL6","11172"
"NUMBL","9253"
"SYAP1","94056"
"CX3CR1","1524"
"RAN","5901"
"CTBP1","1487"
"IQCB1","9657"
"TBRG4","9238"
"YBX1P4","100131012"
"OAF","220323"
"ZNF282","8427"
"RTL8B","441518"
"PLEKHO2","80301"
"DNM1P41","440299"
"PRSS21","10942"
"MT-TL2",NA
"DDX19A-DT","100506083"
"PHOSPHO2","493911"
"TATDN2P2","100272205"
"ATP6V0CP1","100132978"
"ZNF839P1","100419733"
"MPEG1","219972"
"MAP1LC3A","84557"
"EIF1AY","9086"
"ZNF709","163051"
"KCNMA1","3778"
"MAGI1","9223"
"DOCK3","1795"
"SNORD101","594837"
"ATP2A3","489"
"PROX2","283571"
"U2AF1L5",NA
"ZKSCAN1","7586"
"EFCAB6","64800"
"VMA21","203547"
"RBMS1P1","5938"
"CLSTN3","9746"
"TSPAN31","6302"
"RAP2C-AS1","101928578"
"CHD5","26038"
"CAV2","858"
"PNPO","55163"
"EFCAB5","374786"
"ZFP92","139735"
"CHPT1","56994"
"MIRLET7A1HG","112903833"
"STAG3","10734"
"NEK3","4752"
"CD2BP2-DT","101928707"
"UBE2W","55284"
"BCL2L2","599"
"POMGNT1","55624"
"MCM6","4175"
"TIAM2","26230"
"RPL13AP3","645683"
"DNAJC25","548645"
"MTND4P15","100873240"
"FSIP1","161835"
"CHCHD3P3","646572"
"GULP1","51454"
"ABCF1","23"
"GAPDHP60","2601"
"GPR176","11245"
"SLC16A1-AS1","100506392"
"ACP6","51205"
"HSPA9","3313"
"CRBN","51185"
"MYC","4609"
"ZNF248","57209"
"MT-TV",NA
"ARIH1","25820"
"MIR7107","102465665"
"COL27A1","85301"
"HNRNPDL","9987"
"PROB1","389333"
"TFCP2","7024"
"TULP2","7288"
"SLC66A1","54896"
"KLB","152831"
"CYCSP34","360182"
"CEP170B","283638"
"ADGRG5","221188"
"C1orf21-DT","118827814"
"ITPRIP","85450"
"RNF227","284023"
"DPP4","1803"
"TACC1","6867"
"GABRB3","2562"
"TMEM40","55287"
"HLA-K","3138"
"RPL23AP97","102723647"
"RPS27AP5","100271374"
"ZEB1-AS1","220930"
"MAGEF1","64110"
"SYCP2L","221711"
"LRIG2","9860"
"KCNMB1","3779"
"RPL26P36","392501"
"AHNAK2","113146"
"ATF6B","1388"
"EVL","51466"
"BRME1","79173"
"TPM2","7169"
"NAA20","51126"
"AKR7A2","8574"
"PWRN1","791114"
"BAIAP2-DT","440465"
"TYMP","1890"
"TXNRD3","114112"
"TBCA","6902"
"TRAF6","7189"
"PYGB","5834"
"CFAP20DC-AS1","101929238"
"ACBD6","84320"
"UBE2J1","51465"
"FSCN1","6624"
"ABCA13","154664"
"CNNM4","26504"
"ZNF169","169841"
"TATDN2","9797"
"GSTK1","373156"
"SLC10A5","347051"
"MFSD4B","91749"
"MIR503HG","84848"
"NEPNP","442253"
"RHOC","389"
"OSTC","58505"
"CARNMT1-AS1","101927380"
"USB1","79650"
"RNF157","114804"
"TMEM243","79161"
"ZNF764","92595"
"ARHGAP44","9912"
"SFR1","119392"
"STIMATE-MUSTN1","100526772"
"ALG6","29929"
"LILRB5","10990"
"ZNF786","136051"
"VTRNA1-1","56664"
"FBXL20","84961"
"FIRRE","286467"
"ZNF385C","201181"
"ACSBG2","81616"
"RRP15","51018"
"IGHM","3507"
"PCDH15","65217"
"NHSL2","340527"
"ATG10","83734"
"LINC02255","105370894"
"ABCC3","8714"
"NPM1P39","440577"
"DPM1","8813"
"MUC7","4589"
"POU2F1-DT","118568815"
"MEA1","4201"
"GDPGP1","390637"
"WASHC3","51019"
"MYBPC3","4607"
"MAP7D2","256714"
"GRINA","2907"
"PDIA3P1","171423"
"RNF32","140545"
"RPL7P46","642451"
"TIGD4","201798"
"VPS26B","112936"
"SIX5","147912"
"OCIAD1","54940"
"TIMM17A","10440"
"CKLF","51192"
"MCUR1P1","53383"
"FCRLA","84824"
"NAGK","55577"
"BCL9","607"
"FAM161B","145483"
"CD160","11126"
"RNY1P13","106480310"
"ATXN1","6310"
"MSRA-DT","105379234"
"ABHD17C","58489"
"PTRH2","51651"
"G6PC3","92579"
"LINC00910","100130581"
"MT-TA",NA
"KIF19","124602"
"ABHD17AP3","648359"
"FLVCR2","55640"
"ESRRAP2","144832"
"TFCP2L1","29842"
"COLGALT2","23127"
"PTCSC1","100302522"
"TEP1","7011"
"MXRA7P1","100506055"
"CRMP1","1400"
"EPHX2","2053"
"SLFN12L","100506736"
"CA13","377677"
"ARG1","383"
"ABCA2","20"
"NPIPA3","642778"
"CHIC1","53344"
"CBR4","84869"
"MAGOH2P","100506898"
"ZFYVE21","79038"
"UBC","7316"
"SRR","63826"
"ZNF493","284443"
"PNMA8A","55228"
"SCN1B","6324"
"LRGUK","136332"
"TOMM5","401505"
"ASS1","445"
"VWA1","64856"
"CAPN10-DT","101752400"
"OR52B6","340980"
"SMIM15-AS1","101928630"
"RAD51B","5890"
"PPP1R3G","648791"
"KDM4D","55693"
"CWF19L1","55280"
"SNCG","6623"
"GNB3","2784"
"TWSG1-DT","102724397"
"ST3GAL3-AS1","101929592"
"RPL7P32","100130892"
"HSPG2","3339"
"DPF1","8193"
"USP32P3","347716"
"EXT1","2131"
"IRAIN","104472848"
"CASZ1","54897"
"EGFL7","51162"
"CIRBP","1153"
"SSBP3P1","100129321"
"DBF4P1","645084"
"ITGB1BP1","9270"
