ONTOLOGY,ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment
BP,GO:0040007,growth,665,0.2011883,1.170060505,0.040042678,0.245735259,0.212528154,3416,"tags=27%, list=20%, signal=22%",6280/1032/6279/3091/51316/8826/5573/5781/9538/6868/6049/51094/80010/6197/1535/3688/80351/675/7852/3676/64223/80014/8636/7046/29967/57560/7337/84717/3009/9928/23394/3487/8239/55004/1654/6832/8835/10959/147138/79577/7414/983/9043/7006/3953/10611/11143/203228/3320/10479/7458/5588/7422/51379/196528/6595/1027/51542/5660/1029/2803/6198/6386/1982/10269/166/5782/8877/6654/11054/3836/440275/5925/10765/55602/4722/55615/5532/55841/10235/5930/57609/6491/10404/23411/6790/3300/9646/2778/102/57142/598/7086/55031/57805/11007/26153/10399/56981/83737/10459/2067/6647/57599/253260/10591/2185/25942/10201/64769/81565/27086/157506/27429/3303/7544/54440/321/7048/22902/1499/49855/133/10038/6597/55364/1111/1154/80128/2261/825/4683/84861/2016/22954/84159/10519/54617/9318/10252/54512/8085/6494/57669/6776/8455/6259/51079/3326/2146/28956/259266/3643/6696/23191/7157/25836/29882/2023/7516/60485/5357/57178/83605/87178/9798/55210/6665/123016/10370/6774/6794/50618/23111/6777/56649/54892
BP,GO:0046716,muscle cell cellular homeostasis,17,0.495389304,1.526403319,0.04010302,0.245909935,0.212679226,2585,"tags=29%, list=15%, signal=25%",3091/6647/3920/825/22954
BP,GO:0048169,regulation of long-term neuronal synaptic plasticity,19,0.478644666,1.554895548,0.040214728,0.246399055,0.213102249,2565,"tags=32%, list=15%, signal=27%",3815/3265/3845/5868/27020/9145
BP,GO:0038202,TORC1 signaling,55,0.344717394,1.466558732,0.040257036,0.246462518,0.213157136,3361,"tags=38%, list=20%, signal=31%",84433/64223/51520/55004/51322/203228/26001/54468/389541/8649/8444/84861/58528/55593/56834/27244/10670/28956/10542/154743/6794
BP,GO:0007603,"phototransduction, visible light",11,-0.628114611,-1.548739433,0.040395059,0.246764952,0.213418701,877,"tags=36%, list=5%, signal=34%",5158/24/79823/2776
BP,GO:0010560,positive regulation of glycoprotein biosynthetic process,18,-0.546551396,-1.51694805,0.040372671,0.246764952,0.213418701,1729,"tags=50%, list=10%, signal=45%",20/92370/81031/2801/3479/23236/6934/144245/5074
BP,GO:0018393,internal peptidyl-lysine acetylation,168,0.25169763,1.27581577,0.040402403,0.246764952,0.213418701,3827,"tags=32%, list=23%, signal=25%",26155/7913/9188/339287/672/675/112869/6873/408/23137/3976/10856/6877/6885/26009/11143/9643/55929/9329/10269/26122/51105/26036/23411/8473/54107/83443/25942/64769/80764/55904/10474/23741/86/1111/4800/11315/6418/10445/10933/10847/23451/10943/4801/29117/7994/8202/9767/23326/3054/10902/84656/54556/51176
BP,GO:0009583,detection of light stimulus,33,-0.457988222,-1.482514264,0.040520984,0.247097922,0.213706675,4656,"tags=42%, list=28%, signal=31%",92840/23418/785/9600/5158/7287/2780/93589/1258/123041/24/346007/79823/2776
BP,GO:0006352,DNA-templated transcription initiation,125,0.270429011,1.317546236,0.040518908,0.247097922,0.213706675,3611,"tags=31%, list=21%, signal=25%",170506/6873/5438/6877/6882/9329/1870/51773/55090/2957/902/23064/26036/400569/2960/171568/1022/2067/54700/6923/29079/6597/6884/81857/7343/9774/9412/284119/6875/7157/9328/6924/219541/9477/1871/9439/9282/55832/8493
CC,GO:0042175,nuclear outer membrane-endoplasmic reticulum membrane network,961,0.180990734,1.093152609,0.040568468,0.247192072,0.213788103,3080,"tags=22%, list=18%, signal=19%",56895/114880/2182/6319/813/7514/116150/79844/444/55850/10059/9538/60561/10484/10901/1535/821/9911/10175/10087/5007/2589/3601/3998/4253/6272/81542/202052/23376/3265/222642/9867/10134/51035/550/375056/84317/10613/6234/7504/10959/5352/147138/23023/23197/23230/6713/90701/10960/987/983/6231/3156/23480/83440/91289/114882/10479/54894/6233/64225/255043/26031/29956/29927/23225/23305/121665/3105/22908/1727/23169/372/51016/6386/51167/81573/92140/10269/10558/51136/130367/3845/3709/11343/7311/22930/55831/57515/811/114879/10128/966/153364/10390/23645/6717/85406/10682/55300/9554/9821/222068/2852/4189/54495/9217/3992/51226/23760/30001/64764/259230/81671/3300/9986/130617/219855/10745/57142/25782/5870/7086/57348/1739/51552/84061/10908/6845/54344/6748/57003/1315/5903/11160/5337/401152/1536/2180/10802/4259/286410/5879/1314/51714/51144/7844/51061/157506/27429/60559/9409/9091/3106/10204/3115/201595/145173/54832/23190/81537/57104/1548/9526/9871/2181/4893/9218/152002/79982/9524/7095/9451/51368/5130/8323/55852/51614/3429/23175/11342/55080/3895/11014/29100/284361/7494/6309/23385/8694/129642/84885/10328/5826/417/84062/79868/9570/11231/9088/22872/10952/57194/51014/55326/6305/254263/10483/23471/64429/6100/2023/5627/22818/51439/60481
MF,GO:0034450,ubiquitin-ubiquitin ligase activity,13,0.567196929,1.599617786,0.040783301,0.247328916,0.213906454,3830,"tags=54%, list=23%, signal=42%",10273/51366/27339/9354/51529/267/3093
BP,GO:0051385,response to mineralocorticoid,22,0.449180211,1.520008648,0.040701954,0.247328916,0.213906454,2064,"tags=32%, list=12%, signal=28%",2354/1535/2353/2852/808/490/1536
MF,GO:0022843,voltage-gated cation channel activity,81,-0.360806674,-1.410324568,0.040629096,0.247328916,0.213906454,3621,"tags=31%, list=22%, signal=24%",3785/9132/1020/8911/3767/2906/27133/777/783/169522/3745/774/93589/3748/56479/3784/117532/81033/116443/89822/782/9254/10060/3765/117531
BP,GO:0010595,positive regulation of endothelial cell migration,85,0.291858065,1.332700114,0.040772995,0.247328916,0.213906454,2740,"tags=27%, list=16%, signal=23%",7264/3091/116150/6868/6678/7057/3315/7422/5291/811/7114/3690/5286/9475/23411/2185/5879/27086/14/10519/25865/284361/6776
BP,GO:0022406,membrane docking,85,0.291252595,1.32993538,0.040772995,0.247328916,0.213906454,5150,"tags=45%, list=31%, signal=31%",6093/10640/8615/26258/51134/9342/80184/54536/9217/152579/81671/6814/9482/9409/55763/6810/6813/55770/4478/7879/201475/5872/8676/10768/23241/54843/2054/57488/9341/149371/5341/4218/23233/1488/51762/55823/23673/8673
BP,GO:0048609,multicellular organismal reproductive process,574,0.194032996,1.132176261,0.040692075,0.247328916,0.213906454,2325,"tags=19%, list=14%, signal=17%",2182/8653/56729/119710/3815/11020/3965/572/81892/5781/8372/147700/6780/3726/3014/79670/64645/1869/3688/5050/5066/675/6670/170506/7046/192670/8546/10134/23394/9232/57095/8239/10983/1654/23318/7272/3976/10959/9425/7110/2026/202051/6627/63979/22994/55366/7153/6595/51542/90/64395/26064/22887/7257/6198/55818/64753/10661/811/57587/5073/6654/22803/2879/28981/5925/4735/5347/57082/130951/54888/6732/23064/23411/91978/6790/9319/51742/5887/598/23157/91746/2683/5819/9463/65010/5139/57828/4436/2067/6647/23291/57599/8287/2956/2185/989/10732/23609/57721/159686/55342/7544/55810/64224/6194/1499/49855
BP,GO:0050850,positive regulation of calcium-mediated signaling,29,-0.470050801,-1.487728951,0.040935673,0.248057956,0.214536976,3893,"tags=48%, list=23%, signal=37%",100/6548/5336/29995/5533/7535/5026/9495/3479/3094/10523/920/5725/916
BP,GO:0051303,establishment of chromosome localization,78,0.31322139,1.413735908,0.040992532,0.248207529,0.214666338,4113,"tags=40%, list=24%, signal=30%",128866/9928/1062/27243/54984/3835/81620/22919/100307126/9525/91782/55143/10726/283489/1063/81565/79003/54908/8697/81930/1060/8379/332/3192/55166/79643/57132/55201/472/2669/81610
MF,GO:0019211,phosphatase activator activity,18,0.496825472,1.575843932,0.041162846,0.24886429,0.215234347,1898,"tags=33%, list=11%, signal=30%",57223/65979/5525/55671/23645/808
MF,GO:0034061,DNA polymerase activity,29,0.418811051,1.490755575,0.041165522,0.24886429,0.215234347,2818,"tags=34%, list=17%, signal=29%",5980/56655/51426/51455/10728/54107/10721/5422/201973/54108
BP,GO:0061620,glycolytic process through glucose-6-phosphate,16,0.511282874,1.565121058,0.041405888,0.249535171,0.21581457,4234,"tags=62%, list=25%, signal=47%",3099/83440/2026/2584/5230/5214/5315/2023/221937/3101
BP,GO:0003073,regulation of systemic arterial blood pressure,60,-0.398215762,-1.469440615,0.041355292,0.249535171,0.21581457,4609,"tags=40%, list=27%, signal=29%",5021/5144/89797/5800/6196/5345/8529/185/1889/1636/1579/553/1522/23576/154/143872/4846/2028/4878/146/6869/5547/4204/5155
BP,GO:0007099,centriole replication,39,0.372385485,1.439992585,0.041386244,0.249535171,0.21581457,4744,"tags=54%, list=28%, signal=39%",672/9738/9662/22995/4591/27243/10733/9525/6491/55125/153241/163786/282809/79959/56890/55722/10432/23636/80254/284001/7840
CC,GO:0016324,apical plasma membrane,257,-0.293418766,-1.321223377,0.041332512,0.249535171,0.21581457,4610,"tags=36%, list=27%, signal=27%",23418/5021/5144/389813/9750/8170/5800/9390/1364/2065/56606/523/182/80736/56288/84329/8529/9497/1464/5031/6548/7018/5728/340024/23428/85320/55754/1244/50855/5159/100034743/1579/5243/25778/6558/7070/55107/89872/340990/1513/140803/89958/4647/6559/3745/9429/2064/114134/7430/8692/4072/287/5314/134549/491/79981/154/6520/84552/10057/79901/2151/5002/947/3784/3249/23516/6550/113235/2028/64240/123041/153562/495/11309/7399/8647/4036/51057/10392/117583/57216/8842/10149/362/10456/2335/22941/4921/23255/5590/4935/8884
BP,GO:0009880,embryonic pattern specification,42,-0.42608328,-1.456850128,0.041493776,0.249869623,0.216103827,3185,"tags=36%, list=19%, signal=29%",5046/7704/23424/56917/84976/497189/4211/55897/10409/4212/7855/6405/5727/4088/221400
BP,GO:0007095,mitotic G2 DNA damage checkpoint signaling,34,0.39371195,1.480105223,0.041557574,0.250058602,0.216267268,3557,"tags=41%, list=21%, signal=33%",60561/672/983/51347/5347/84142/79184/29997/29086/1111/4683/900/51343/11073
BP,GO:0017014,protein nitrosylation,14,0.554481592,1.593449836,0.041832277,0.25082213,0.216927617,413,"tags=21%, list=2%, signal=21%",6280/6279/55074
BP,GO:0018119,peptidyl-cysteine S-nitrosylation,14,0.554481592,1.593449836,0.041832277,0.25082213,0.216927617,413,"tags=21%, list=2%, signal=21%",6280/6279/55074
BP,GO:0002691,regulation of cellular extravasation,32,-0.457500921,-1.477377673,0.041847042,0.25082213,0.216927617,3468,"tags=44%, list=21%, signal=35%",961/5734/7070/8772/2650/83700/2526/3554/23236/729230/11035/683/6484/83692
BP,GO:0035315,hair cell differentiation,32,-0.454921722,-1.469048835,0.041847042,0.25082213,0.216927617,4317,"tags=47%, list=26%, signal=35%",182/80736/9497/1687/11078/388585/4647/2247/3784/5048/25861/7399/51057/117531/3280
BP,GO:0006475,internal protein amino acid acetylation,170,0.24675876,1.24703623,0.041792257,0.25082213,0.216927617,3088,"tags=26%, list=18%, signal=22%",26155/7913/9188/339287/672/675/112869/6873/408/23137/3976/10856/6877/6885/26009/11143/9643/55929/9329/10269/26122/51105/26036/23411/8473/54107/83443/25942/64769/80764/55904/10474/23741/86/1111/4800/11315/6418/10445/10933/10847/23451/10943/4801/29117
BP,GO:0060119,inner ear receptor cell development,33,-0.453727102,-1.468720957,0.041968162,0.251352797,0.217386573,1494,"tags=27%, list=9%, signal=25%",3784/5048/25861/6385/51057/115908/494513/117531/3280
BP,GO:0009755,hormone-mediated signaling pathway,138,0.26065805,1.29120875,0.042077327,0.251811095,0.21778294,3196,"tags=30%, list=19%, signal=25%",5781/6049/51094/672/7337/23376/51569/29966/7110/55198/26060/8031/10728/51366/11240/3717/79602/55818/811/1668/4734/6256/2852/79039/23411/23019/2180/81606/7181/10474/27086/6597/11315/8085/5058/10424/6502/23028/1408/1460/9612/57178
BP,GO:2000209,regulation of anoikis,21,0.475184079,1.589664611,0.04228027,0.252829459,0.218663688,2475,"tags=43%, list=15%, signal=37%",4170/3688/5166/4680/81573/166/57343/25855/5747
CC,GO:0005677,chromatin silencing complex,13,0.565539249,1.594942769,0.042426855,0.253117369,0.218912693,4481,"tags=54%, list=27%, signal=40%",6839/5925/23411/23512/2146/11335/7528
MF,GO:0046906,tetrapyrrole binding,96,0.29872788,1.386385333,0.042411196,0.253117369,0.218912693,1177,"tags=15%, list=7%, signal=14%",3043/3045/4353/3050/3040/4025/1535/3039/3042/3049/3717/51167/1537/571
MF,GO:0019903,protein phosphatase binding,130,0.262801699,1.282598149,0.042376746,0.253117369,0.218912693,3490,"tags=33%, list=21%, signal=26%",572/8826/6780/65979/8546/3716/55291/22870/54976/29966/3320/1027/6198/5499/5501/8877/6772/10776/23645/5532/3958/11127/2029/221692/10399/6647/5829/7531/1499/5747/3783/2241/9451/9701/199731/3728/29110/7157/493/6774/1436/259282/84687
BP,GO:0036475,neuron death in response to oxidative stress,29,0.414878211,1.476756652,0.042576896,0.253653104,0.219376031,2745,"tags=41%, list=16%, signal=35%",3091/4170/55294/55074/5978/4841/10399/2671/468/1499/11315/135112
BP,GO:0042490,mechanoreceptor differentiation,45,-0.421722593,-1.469783057,0.042582418,0.253653104,0.219376031,4317,"tags=44%, list=26%, signal=33%",182/80736/9497/84059/1687/11078/388585/4647/4915/2247/3784/5048/25861/7399/6385/51057/115908/494513/117531/3280
BP,GO:0000492,box C/D snoRNP assembly,10,0.583832166,1.550788409,0.042788146,0.254681914,0.220265815,2092,"tags=40%, list=12%, signal=35%",10856/4809/121053/54680
BP,GO:0042098,T cell proliferation,170,0.246035535,1.243381296,0.043043874,0.256006508,0.221411411,3672,"tags=32%, list=22%, signal=26%",3965/5573/4179/11151/84433/7037/970/64926/199/7001/81704/6655/5788/3659/5588/6188/3105/3717/29108/7133/5699/6654/5532/9093/3958/64844/79798/1739/283234/11146/83737/10385/54440/7048/6194/1499/29126/3115/177/6556/4690/23385/868/64115/7157/3572/1604/4478/6777/8379/1794/8764/5530/100133941/6850
BP,GO:0070227,lymphocyte apoptotic process,61,0.337243868,1.453041731,0.043188585,0.25661884,0.221940997,3003,"tags=28%, list=18%, signal=23%",3091/3965/26155/57181/81704/5588/4067/9093/3958/695/27086/6194/29126/25865/96459/27166/7157
BP,GO:0008333,endosome to lysosome transport,65,0.321330703,1.396491052,0.043213362,0.25661884,0.221940997,2198,"tags=28%, list=13%, signal=24%",83547/128866/27072/6272/55681/84376/64601/55293/27243/4074/79666/9525/91782/10042/6845/80700/9482/22898
BP,GO:0045652,regulation of megakaryocyte differentiation,32,0.404810529,1.484632857,0.043332839,0.256956221,0.222232786,4630,"tags=56%, list=27%, signal=41%",54997/4602/57095/8367/8366/10519/55170/64783/8360/8361/85477/8368/222166/2551/8294/8364/3692/23186
BP,GO:0030097,hemopoiesis,753,0.193689498,1.143181023,0.043336796,0.256956221,0.222232786,3559,"tags=26%, list=21%, signal=22%",8544/2034/2200/3091/3815/54997/55526/3965/572/5781/54443/54977/4179/6868/3726/1441/84293/84433/84456/4602/7037/3688/54623/54517/55294/675/3676/10538/3601/6670/170506/7001/23376/222642/8546/93974/57095/5657/7409/25831/6655/3981/5788/51327/3976/6929/2122/8367/79577/3659/9092/51274/3953/5978/11143/7422/7153/196528/6595/10006/7305/3717/9636/157570/10661/2353/6654/6772/5925/1265/4067/3149/10682/5532/8451/204851/9093/4189/2739/28962/100141515/23411/79798/60682/9646/22890/8473/5591/6223/5610/4066/8301/64332/4739/4436/695/83737/865/2067/6647/29766/2185/25942/10019/6599/64769/126549/2623/23335/55904/6602/57721/10385/27086/8444/3303/4063/54440/9070/7048/29086/468/79576/6194/1499/3106/171392/51218/6597/177/86/8366/5305/25893/6208/1053/23210/3087/10519/55170/64783/8360/4057/9452/8328/54861/7494/79641/10443/56834/96459/27166/6932/64115/2146/8361/2874/55326/5613/27102/7157/4783/85477/150372/8368/29117/1514/57178/2213/5238/211/167153/84695/57217/10370/6774/7994/6794/1436/6777/54892/1794/129138/222166/26276/23218/7226/678/55619/146850/2551/8761/25979/57492/5530/351/9308
BP,GO:0045653,negative regulation of megakaryocyte differentiation,14,0.55020383,1.581156555,0.043488947,0.257462578,0.222670718,4463,"tags=71%, list=27%, signal=53%",4602/8367/8366/10519/8360/8361/8368/2551/8294/8364
BP,GO:0036158,outer dynein arm assembly,18,-0.542362528,-1.505321887,0.043478261,0.257462578,0.222670718,2651,"tags=39%, list=16%, signal=33%",27019/1769/1767/388389/93233/83544/54839
CC,GO:0106068,SUMO ligase complex,12,0.582525868,1.627079113,0.043584734,0.257831778,0.222990026,5035,"tags=75%, list=30%, signal=53%",79677/23137/5903/54780/286053/84250/5905/55719/197370
BP,GO:0002320,lymphoid progenitor cell differentiation,20,0.462082127,1.538534828,0.043729883,0.258009861,0.223144045,2114,"tags=40%, list=13%, signal=35%",3815/10538/6655/3981/6654/22890/5591/126549
BP,GO:0006882,cellular zinc ion homeostasis,23,0.451693555,1.537436103,0.043782073,0.258009861,0.223144045,430,"tags=17%, list=3%, signal=17%",6280/6279/57181/8546
CC,GO:1990391,DNA repair complex,22,0.446237724,1.510051386,0.043782073,0.258009861,0.223144045,1784,"tags=41%, list=11%, signal=37%",672/84164/675/3981/286257/7158/51008/5591/10973
MF,GO:0015276,ligand-gated ion channel activity,77,-0.363922254,-1.406252749,0.043708609,0.258009861,0.223144045,3612,"tags=26%, list=21%, signal=20%",79054/53373/6262/2890/3767/22821/2906/5026/1258/1137/1138/2570/81033/116443/3708/10060/2900/3765/2897/54714
MF,GO:0022834,ligand-gated channel activity,77,-0.363922254,-1.406252749,0.043708609,0.258009861,0.223144045,3612,"tags=26%, list=21%, signal=20%",79054/53373/6262/2890/3767/22821/2906/5026/1258/1137/1138/2570/81033/116443/3708/10060/2900/3765/2897/54714
CC,GO:0005940,septin ring,11,0.596333608,1.600463439,0.043935282,0.258312297,0.223405611,4674,"tags=73%, list=28%, signal=53%",151011/55752/4735/23157/989/1731/23176/90120
CC,GO:0031105,septin complex,11,0.596333608,1.600463439,0.043935282,0.258312297,0.223405611,4674,"tags=73%, list=28%, signal=53%",151011/55752/4735/23157/989/1731/23176/90120
BP,GO:0045948,positive regulation of translational initiation,24,0.442853383,1.510894335,0.04401551,0.258312297,0.223405611,3077,"tags=38%, list=18%, signal=31%",127933/1654/6198/440275/54505/23645/55364/4690/253943
MF,GO:0015293,symporter activity,90,-0.352376883,-1.398811516,0.043984476,0.258312297,0.223405611,5077,"tags=41%, list=30%, signal=29%",85414/6533/347051/91749/51296/56606/9121/25769/9497/9498/201232/81031/6509/340024/9197/57468/9194/6507/6558/201780/6559/114134/8671/1497/5002/23516/113235/83697/115584/123041/9187/64849/5250/55117/64078/57030/8884
CC,GO:0043235,receptor complex,269,-0.279428262,-1.266178674,0.044067797,0.258312297,0.223405611,4769,"tags=35%, list=28%, signal=25%",8717/50939/1742/238/2904/10062/3681/7097/55072/4854/2065/4041/28755/4853/84171/26996/57125/2043/4058/55558/3566/388325/64109/3655/5364/8631/84059/64840/7018/28557/4077/973/3675/2890/5159/2906/51559/4919/2814/7185/3480/9358/3680/7535/2322/2064/4915/92/5361/2324/7099/154/780/729993/196/1137/1138/919/6977/2570/2550/2050/56616/7132/131450/1438/3679/55507/116443/83416/11117/64240/10333/5156/567/10268/4920/4036/920/3693/3667/91/3561/3568/916/7301/2900/4088/2264/3678/94/958/4921
MF,GO:0031267,small GTPase binding,255,0.23177243,1.22930744,0.044036665,0.258312297,0.223405611,2816,"tags=23%, list=17%, signal=19%",7514/9648/8826/5902/10059/57679/10527/10787/6093/83547/10788/23032/22870/10640/3843/57589/29966/10526/10397/23258/203228/10048/56882/7813/84079/22836/2803/26985/22930/64780/23637/57819/9815/94121/9475/9712/10133/9950/25782/11127/23647/8301/6647/5903/55088/727851/2059/23039/10204/5586/5062/2241/1894/10519/9321/5058/3842/81624
BP,GO:0010038,response to metal ion,258,0.228649923,1.216417453,0.044036665,0.258312297,0.223405611,3097,"tags=24%, list=18%, signal=20%",359/6279/200894/3091/3815/572/2354/664/8826/3726/7037/7057/5066/51596/3727/48/3981/10165/983/10397/358/1027/140609/4521/5499/5516/811/2353/1728/1396/8754/4734/1147/10235/513/706/808/2067/6647/2185/5536/23208/1536/466/468/3931/2729/3613/11315/825/1894/9451/30061/23385/22872/29957/553115/4205/8895/10105/6263
BP,GO:0140112,extracellular vesicle biogenesis,22,0.44530883,1.506908042,0.04422209,0.259019894,0.224017588,1499,"tags=32%, list=9%, signal=29%",8027/11267/27243/6386/91947/10015/9525
