Geneid	L1	L2	L3	L4	R1_1	R1_2	R1_3	R1_4
FAM8A6P	0	0	0	0	0	0	0	0
LINC02531	0	0	0	2	2	0	0	0
TINAG-AS1	0	0	0	0	0	0	0	0
HEBP2	205	182	323	352	448	398	345	502
ATF1P1	0	0	0	0	0	0	0	0
CHCHD2P4	0	0	0	0	0	0	0	0
CAHM	5	7	12	17	9	10	1	6
LUADT1	0	0	0	0	0	0	0	0
AKAP12	94	116	102	154	247	139	285	250
LINC01626	0	0	0	0	0	0	1	0
NUDT19P3	0	0	0	0	0	0	0	0
ARMC2-AS1	0	1	0	0	0	0	0	0
RAET1L	0	0	0	0	0	0	0	0
TTK	38	22	40	51	308	201	329	333
ARID1B	305	332	406	437	1235	742	1162	1164
TUBB8P2	0	0	0	0	0	0	0	0
HMGB3P19	0	0	0	0	0	1	0	0
KIAA0408	0	0	1	0	0	0	1	0
TPT1P4	0	0	0	0	2	0	0	0
HSPD1P10	0	0	0	0	0	0	0	1
MTCO1P56	0	0	0	0	0	0	0	0
SMPD2	26	31	57	57	28	20	43	55
RPS12	7911	11711	18601	18855	8724	8390	6234	10148
KRT8P42	0	2	0	5	1	4	0	3
GJB7	0	0	0	0	0	2	0	0
SUMO4	0	0	0	3	1	1	1	0
CNKSR3	175	147	166	197	581	427	505	553
LINC02539	0	0	0	0	0	0	0	0
FOXO3	130	214	218	267	633	329	681	630
CDC40	141	61	140	216	744	389	689	676
SF3B5	204	247	467	548	284	234	198	332
DYNLT1	61	50	79	125	187	153	199	246
OPRM1	3	0	2	0	0	2	0	0
RPL26P20	0	0	0	0	0	0	0	0
SSR1P1	0	0	0	0	0	0	0	0
CYP51A1P3	0	0	0	0	0	0	0	0
SNRPEP6	0	0	0	0	0	0	0	0
LINC01624	0	0	0	0	0	1	0	0
LAMA4	0	4	0	0	2	1	0	1
PTPRK-AS1	0	0	0	0	0	0	0	0
LDHAL6FP	0	2	0	0	0	0	0	2
RAET1M	0	0	0	0	0	0	0	0
RAMACL	1	0	0	2	2	6	3	7
ZC3H12D	3	0	1	0	1	2	3	3
FRK	4	2	5	0	2	7	2	2
VIP	0	0	0	0	1	0	0	0
EEF1DP5	0	0	0	0	0	0	0	0
MTND3P20	0	0	0	0	0	0	0	0
OSTM1	62	34	75	71	268	167	237	273
GABRR2	0	5	1	1	3	2	4	2
HMGB1P13	0	0	0	0	0	1	0	0
RPSAP40	0	0	0	0	0	0	0	0
COX6A1P3	0	0	0	0	0	0	0	0
PANDAR	0	0	0	0	0	0	0	0
DLL1	0	1	0	0	2	1	1	0
KLHL32	0	1	12	3	6	4	0	6
REV3L-IT1	4	0	0	2	0	1	0	1
MICAL1	112	202	264	222	175	157	132	188
MAP3K4	207	142	155	238	744	499	775	841
BCKDHB	19	29	63	42	131	113	104	167
TAB2-AS1	0	0	0	0	0	0	0	0
SAMD3	5	4	4	7	5	2	3	11
QKI	210	118	208	246	731	479	794	745
UST-AS1	0	0	0	0	0	0	0	0
ZUP1	187	53	79	176	650	461	673	763
H3P27	0	0	0	0	0	0	0	0
LINC02519	0	0	0	0	0	0	0	0
IMPG1	0	0	1	1	0	1	0	0
RPL9P18	0	0	0	0	0	0	0	0
MARCKSL1P2	0	0	2	0	0	1	1	0
LINC02529	0	0	0	0	0	0	4	0
RPS24P12	0	0	0	0	2	2	2	0
NIP7P3	0	0	0	0	0	2	0	0
LINC00472	4	0	3	1	0	3	1	0
OSTM1-AS1	0	0	0	0	0	0	0	0
MTRF1L	137	82	103	175	408	282	475	549
COX5BP2	0	0	0	0	0	0	0	0
TAAR4P	0	0	0	0	2	0	0	0
PNRC1	126	100	168	265	636	385	483	587
TXLNB	2	3	1	5	6	4	5	10
CT69	0	0	0	0	0	0	0	0
GRM1	0	0	0	0	1	0	1	0
MTND4LP20	0	0	0	0	0	0	0	0
RSPO3	0	0	0	0	1	1	0	0
MTCO2P31	0	0	0	0	0	0	0	0
SH3BGRL2	39	13	34	50	70	53	64	58
MTRES1P1	0	0	0	0	0	0	0	0
ARFGEF3	0	0	0	0	0	0	0	0
UST-AS2	0	0	0	0	1	0	0	1
GAPDHP15	0	0	0	0	0	0	0	0
FUCA2	189	68	170	219	455	405	431	501
LAP3P2	0	0	0	0	0	0	0	0
LINC01013	0	1	2	0	0	0	0	0
CLNS1AP1	0	0	0	0	0	0	0	0
MLIP-IT1	0	0	0	0	0	1	0	0
H3P28	0	0	0	0	0	0	0	0
SLC17A5	4	9	2	3	17	14	14	21
SLC22A3	0	0	0	0	0	2	0	0
FUNDC2P3	0	0	0	0	0	0	0	0
RPS4XP8	0	0	0	1	0	0	1	0
RPL17P25	0	0	0	0	0	0	0	0
TAAR9	0	0	0	0	0	0	0	0
MTND4P13	0	0	0	0	3	0	0	0
WASF1	86	44	68	79	351	228	289	321
FBXO5	311	62	137	218	1006	715	1038	1193
PPIL4	882	317	555	829	3528	2440	3099	3599
ERMARD	65	69	143	180	267	269	307	384
ZC2HC1B	0	0	0	0	0	0	0	0
GINM1	62	24	51	89	201	117	178	217
SAMD5	0	1	0	2	5	6	6	11
ARG1	141	35	57	104	124	99	132	149
PSMB1	1048	1144	1927	1805	1759	1534	1295	2036
SLC2A12	0	0	3	0	0	2	2	1
TAAR7P	0	0	0	0	0	0	0	0
SERINC1	343	160	356	433	2060	1647	1943	2350
ULBP1	44	26	39	60	83	63	94	96
SOBP	4	6	9	4	1	6	5	3
RBM11P1	0	0	0	0	0	0	0	0
OR4F7P	0	0	0	0	1	0	0	0
AGPAT4	134	209	217	294	130	75	75	100
WDR27	32	93	60	95	211	116	167	160
LPAL2	0	0	3	4	0	0	2	4
PHACTR2-AS1	4	1	1	5	0	0	0	4
B3GALNT2P1	0	1	0	0	0	1	0	0
SLC22A2	0	0	0	0	0	0	0	0
ATP5PBP6	0	0	0	0	0	0	0	0
WBP1LP8	0	0	0	0	0	0	0	0
RPL10P10	0	0	0	0	0	0	0	0
AK4P5	0	0	0	0	0	0	0	0
ZDHHC14	126	144	160	215	255	234	271	351
GJE1	0	0	0	0	0	0	0	0
C6orf58	0	0	0	0	0	3	0	2
HMGB1P17	0	0	0	0	0	0	0	0
KRT8P44	0	0	0	0	0	0	0	0
CCNG1P1	0	0	0	0	0	0	0	0
PDE7B	0	0	0	2	0	0	0	1
C6orf120	31	5	13	24	64	98	73	62
SRSF12	0	0	2	1	0	2	2	7
CACYBPP3	0	0	0	0	0	0	0	0
TULP4	34	49	62	80	83	56	68	63
RPL23AP46	0	0	0	0	0	0	0	0
CTAGE13P	0	0	0	0	0	1	1	0
ERHP2	0	0	0	0	0	0	0	0
PHF10	589	382	611	925	1524	1170	1304	1569
AIG1	176	96	178	213	255	239	210	305
KATNA1	502	319	557	712	1689	1227	1380	1749
HMGN3	486	255	464	616	861	647	644	906
TUBE1	111	87	153	182	445	277	462	479
PACRG-AS2	0	0	0	0	0	3	0	0
SSXP10	0	0	0	0	0	0	1	1
TAAR8	0	0	1	0	0	2	0	0
PACRG-AS3	0	0	0	0	0	0	0	0
LTV1	2355	1041	2079	2439	4374	4214	4226	5550
RPSAP45	0	0	0	0	0	0	0	0
FNDC1	0	0	1	0	1	1	0	3
AFG1L	24	22	51	54	74	61	41	85
DYNLT2	31	15	30	33	79	58	74	81
UBE3D	31	20	51	46	47	35	45	60
VNN2	2	0	8	4	1	1	8	7
PDCD2	399	324	531	714	981	882	844	1142
NMBR-AS1	0	0	0	0	0	0	0	0
RPL7P27	0	4	0	1	0	0	0	0
DNAJA1P4	0	1	0	0	0	0	0	0
MTATP6P31	0	0	0	0	0	0	0	0
ILRUN	547	1021	1139	1168	1303	1041	1168	1344
BAG2	58	21	38	75	181	142	172	232
KRT18P65	0	0	0	0	0	0	0	0
L3MBTL3	54	44	50	68	387	223	368	347
FEM1AP3	0	0	0	0	0	0	0	0
LINC02527	0	0	0	0	0	0	0	0
OLIG3	0	0	0	0	0	0	0	0
GLO1	181	74	164	187	872	612	856	939
HNRNPDP2	0	0	0	0	0	0	0	0
RAB23	14	9	8	18	88	59	110	98
HLA-W	0	3	1	3	0	0	1	0
RAB1AP2	0	0	0	0	0	0	0	0
LATS1	33	21	36	55	150	72	159	127
RPL7P25	1	0	0	0	0	0	0	0
YAP1P1	0	0	0	0	0	0	0	0
RPSAP72	0	0	0	0	0	0	0	0
TFGP1	0	0	0	0	0	0	0	0
RGS17	4	4	0	8	3	5	7	7
DACT2	0	0	0	0	0	0	0	0
SLC35F1	0	1	0	0	0	1	0	0
DDX39BP1	0	2	0	0	0	0	0	0
CITED2	511	411	653	795	1968	1370	1613	2088
FYN	277	152	238	290	723	444	603	743
ENPP3	120	52	65	65	548	306	554	567
RN7SL352P	0	0	0	0	0	0	0	0
MIR6720	0	0	0	0	0	0	0	0
RNA5SP202	0	0	0	0	0	0	0	0
MIR3691	0	0	0	0	0	0	0	0
RNU6ATAC21P	0	0	0	0	0	0	0	0
RN7SL554P	0	0	0	0	0	0	0	0
Y_RNA	0	0	0	0	0	1	0	0
RNU6-793P	0	0	0	0	0	0	0	0
Metazoa_SRP	0	0	0	0	0	0	0	0
RNU1-64P	0	0	0	0	0	0	0	0
RNU6-522P	0	3	2	9	17	15	9	9
MIR5689	0	0	0	0	0	0	0	0
MIR4639	0	0	0	0	0	0	0	0
RNU6-645P	0	0	0	0	0	0	0	0
MIR548A1	0	0	0	0	0	0	0	0
RNU7-133P	0	0	0	0	0	0	0	0
RN7SL332P	0	0	0	0	0	0	0	0
RN7SKP293	0	0	0	0	0	0	0	0
RNA5SP204	0	6	3	0	1	7	0	0
Y_RNA	0	0	0	0	0	1	0	0
RNU6-263P	0	0	0	0	0	0	0	0
Y_RNA	0	0	0	0	0	0	0	0
5S_rRNA	0	2	0	0	1	0	0	0
RNU6-987P	0	0	0	0	0	0	0	0
RNU6-1114P	0	0	0	0	0	0	0	0
RN7SL128P	1	0	0	0	2	0	0	0
Y_RNA	1	4	0	2	2	0	3	1
RNU6-141P	0	0	0	0	0	0	0	0
RNU6-1060P	0	0	0	0	0	0	0	0
RN7SL471P	0	3	3	1	3	2	3	2
RN7SKP240	0	0	0	0	1	1	0	0
RNU2-45P	0	0	0	0	0	0	0	0
RNA5SP205	0	0	0	0	0	0	0	0
RN7SL334P	0	0	0	0	0	0	0	0
RNU6-801P	0	0	0	0	0	0	0	0
RNU6-150P	0	0	0	0	0	0	0	0
Y_RNA	0	0	0	0	0	0	0	0
RNU6-930P	0	0	0	0	0	0	0	0
MIR7159	0	1	0	0	0	0	0	0
MIR6835	1	4	0	8	16	4	4	4
MIR3934	0	0	0	0	0	0	0	0
MIR3925	0	0	0	0	0	0	0	0
RN7SL502P	0	0	0	0	3	0	0	0
RN7SL200P	0	1	2	3	4	3	0	1
Y_RNA	0	0	0	0	0	0	0	0
RNU1-88P	0	0	0	0	0	0	0	0
RN7SL26P	0	0	0	0	0	0	0	0
RN7SL273P	0	0	0	0	0	0	0	0
MIR1275	0	0	0	0	0	0	0	0
RN7SL285P	0	0	0	0	0	0	0	0
RNA5SP207	0	0	0	0	2	0	0	0
Metazoa_SRP	0	0	0	0	0	0	0	0
RNVU1-33	1	0	0	1	0	0	0	0
RNU6-643P	0	0	0	0	0	0	0	0
RNU1-54P	0	0	0	0	0	0	0	0
RN7SL748P	0	0	0	0	0	0	0	0
MIR6780B	0	0	0	1	2	0	0	2
RN7SL811P	0	0	0	0	1	0	0	0
RNU6-754P	0	0	0	0	0	0	0	1
RN7SL465P	0	0	0	0	0	0	0	0
MIR4647	0	0	0	0	0	0	0	0
Y_RNA	0	0	0	0	0	0	0	0
RNU6-250P	0	0	0	0	0	0	0	0
MIR4642	0	3	0	0	0	0	0	0
Y_RNA	0	0	0	0	2	1	0	2
RNU6-1113P	0	0	0	0	0	0	0	0
MIR206	0	0	0	0	0	0	0	0
MIR586	0	0	0	0	0	0	0	0
MIR133B	0	0	0	0	0	0	0	0
MIR5685	0	0	0	0	0	0	2	0
RNU7-65P	0	0	0	0	0	0	0	0
Y_RNA	0	0	0	0	0	0	0	0
RNU1-136P	0	0	0	0	0	0	0	0
RN7SL580P	0	0	0	0	0	0	0	0
RNA5SP208	0	0	0	0	0	0	0	0
U3	0	0	0	0	0	0	0	0
RNU6-1023P	0	0	0	0	0	0	0	0
RNU7-66P	0	0	0	0	0	0	0	0
RNU6-261P	0	0	0	0	0	0	0	0
MIR548U	0	0	0	0	0	0	0	0
MIR30A	0	0	0	0	0	0	0	0
MIR30C2	0	0	0	0	0	0	0	0
RNU6-84P	0	0	0	0	0	0	0	0
SNORA70	0	0	0	0	0	0	0	0
Y_RNA	0	0	0	0	0	0	0	0
RNU6-155P	0	0	0	0	0	0	0	0
RNU6-1338P	0	0	0	0	0	0	0	0
RNA5SP209	0	0	0	0	0	0	0	0
RNU6-280P	0	0	0	0	0	0	0	0
RNU6-130P	0	0	0	0	0	0	0	0
RN7SKP256	0	0	0	0	0	0	0	0
RNA5SP210	0	0	0	0	0	0	0	0
RNU2-61P	0	0	0	0	0	0	0	0
RNU6-411P	0	0	0	0	0	0	0	0
RNU6-248P	0	0	0	0	0	0	0	0
RN7SL643P	0	0	0	0	3	0	0	0
RN7SL415P	0	0	0	0	0	0	0	0
MIR4643	0	0	0	0	0	0	0	0
MIR548AI	0	0	0	0	0	0	0	0
RN7SKP209	0	0	0	0	0	0	0	0
RN7SL509P	0	0	0	0	0	0	0	0
Y_RNA	0	0	0	0	0	0	0	0
RNU4-66P	0	0	0	0	0	0	0	0
SNORA73	0	0	0	0	0	0	0	0
U3	0	0	0	0	0	0	0	0
RN7SL797P	0	0	0	0	0	0	0	0
U3	0	0	0	0	0	0	0	0
RNU7-48P	0	0	0	0	0	0	0	0
RNU6-1299P	0	0	0	0	0	0	0	0
MIR2113	0	0	0	0	0	0	0	0
RNU6-1106P	0	0	0	0	0	0	0	0
RNA5SP212	0	0	0	0	0	0	0	0
MIR4464	0	0	0	0	0	0	0	0
Y_RNA	2	0	0	1	0	1	0	0
U4	0	0	0	0	0	0	0	0
RN7SL47P	5	0	0	0	0	0	0	0
RNU6-344P	0	0	1	0	0	0	1	0
RNU6-957P	0	0	0	0	2	3	1	1
Y_RNA	0	0	0	0	0	0	0	0
RNU6-437P	0	0	0	0	0	0	0	0
RNU6-1163P	0	0	0	0	0	0	0	0
RNU6-214P	0	0	0	0	0	0	0	0
RNU6-960P	0	0	0	0	0	0	1	0
RNU6-1016P	0	2	2	11	23	8	16	14
Y_RNA	0	0	0	0	0	0	0	0
RN7SKP18	0	0	0	0	0	0	0	0
RNU6-897P	0	0	0	0	0	0	0	0
Y_RNA	0	0	0	0	0	0	0	0
RN7SKP163	0	0	0	0	2	4	0	0
RNA5SP215	0	0	0	0	0	0	0	0
RNU6-1226P	0	0	0	0	0	0	0	0
RN7SKP51	0	0	0	0	0	0	0	0
RNY3P11	0	0	0	0	0	0	0	0
RN7SL11P	0	0	0	0	0	0	0	0
RN7SKP56	0	0	0	0	0	0	0	0
RNU6-253P	0	0	0	0	0	0	0	0
MIR588	0	0	0	0	0	0	0	0
RNU6-200P	0	0	0	0	1	0	0	0
RNU4-76P	0	0	0	0	0	0	0	0
Y_RNA	0	0	0	0	0	0	0	0
RNU6-1286P	0	0	0	0	0	0	0	0
MIR3144	0	0	0	0	0	0	0	0
RNA5SP216	0	0	0	0	0	0	0	0
RNU6-475P	0	0	0	0	0	0	0	0
RNU6-653P	0	0	0	0	0	0	0	0
RNU4-18P	0	0	0	0	2	0	0	0
RNU6-1144P	0	0	0	0	0	0	0	0
RNU1-18P	0	0	0	0	0	0	0	0
RNU4-35P	0	0	0	0	0	0	0	0
RN7SL408P	0	0	0	0	0	0	0	0
SNORD101	15	6	2	8	43	5	30	28
Y_RNA	0	0	0	0	0	0	0	0
RNU6-770P	0	0	0	0	0	0	0	0
MIR3662	0	0	0	0	1	1	0	0
MIR3145	0	0	0	0	0	0	0	0
Y_RNA	0	1	0	1	0	0	0	0
RNU6-1222P	0	0	0	0	0	0	0	0
SNORD100	0	0	0	8	2	3	1	2
MIR548B	0	0	0	0	0	0	0	0
RNU6-194P	0	0	0	0	0	0	0	0
SNORA33	3	0	3	6	10	3	1	0
RNA5SP218	0	1	2	1	0	0	0	0
Y_RNA	0	0	0	0	0	0	0	0
Y_RNA	0	0	0	0	0	0	0	0
MIR548AJ1	0	0	0	0	0	0	0	0
RN7SL234P	0	0	0	0	0	0	0	0
RNU7-152P	0	0	0	0	0	0	0	0
RN7SKP211	0	0	0	0	0	0	0	0
RNU6-896P	0	0	0	0	0	0	0	0
RNA5SP225	0	0	0	0	0	0	0	0
RNU2-8P	0	0	0	0	0	0	0	0
RNU4-7P	0	0	0	0	0	0	0	0
RNU6-302P	0	0	0	0	0	0	0	0
RNU7-3P	0	0	0	0	0	0	0	0
RNU6-300P	0	0	0	0	0	0	0	0
MIR4466	0	0	0	0	0	0	0	0
RNA5SP224	0	0	0	0	0	0	0	0
RN7SKP106	0	0	0	3	0	0	0	0
MIR1202	0	0	0	0	0	0	0	0
RN7SL564P	0	0	0	0	0	0	0	0
RNA5SP222	0	0	0	0	0	0	0	0
MIR4644	0	0	0	0	0	0	0	0
SNORD28B	0	0	0	0	0	0	0	0
RNU6-293P	0	0	0	0	0	0	0	0
RN7SL336P	0	0	0	0	0	0	0	0
RNA5SP221	0	0	0	0	0	0	0	0
Y_RNA	0	0	0	0	0	0	0	0
DNAJC19P6	0	1	0	1	4	0	1	0
PIMREGP3	0	0	0	0	0	0	0	0
Y_RNA	0	0	0	0	0	0	0	0
RPL22P14	0	0	0	0	0	0	0	1
GJA10	0	0	0	0	0	0	0	0
Y_RNA	0	0	0	0	0	0	0	0
RN7SKP110	0	0	0	0	0	0	0	0
CASP8AP2	165	78	105	297	1099	490	1081	870
RNU1-33P	0	0	0	0	0	0	0	0
FBXO30	60	66	144	165	281	152	308	253
LINC01312	0	0	0	0	0	0	0	0
TBPL1	108	68	143	143	333	266	267	358
TCF21	0	0	0	0	0	1	1	0
GSTA3	0	0	0	0	0	0	0	0
GSTA9P	0	0	0	0	0	1	0	0
GSTA4	4	4	7	2	26	14	28	28
7SK	0	0	0	0	0	0	0	0
RN7SK	0	0	0	0	0	0	0	0
RN7SL244P	0	0	0	0	0	0	0	0
GCM1	4	1	2	0	1	1	1	2
RNU6-464P	0	0	0	0	0	0	0	0
SOD1P1	0	2	0	0	0	0	0	0
IQCB2P	0	0	0	0	0	2	0	0
U3	0	0	0	0	0	0	0	0
OR2W2P	0	0	0	0	0	0	0	1
OR2B7P	0	0	0	0	0	0	0	0
OR1F12	4	9	2	6	7	2	2	3
OR2B8P	0	0	0	0	0	0	0	0
OR2W6P	0	0	0	0	2	0	0	0
OR2B6	0	1	0	2	0	2	0	0
RPLP2P1	0	0	0	0	0	0	0	0
OR2W4P	0	0	0	0	0	0	0	0
TATDN2P2	7	18	25	18	34	21	22	25
MIR7161	0	0	0	0	0	0	0	0
MIR3939	0	0	0	0	3	0	0	0
CEP43	58	65	94	96	119	105	112	137
TCP10L2	0	0	0	0	1	0	0	0
UNC93A	0	1	0	0	0	0	0	0
TTLL2	0	0	0	1	0	0	0	0
CDKN1A	131	160	163	193	346	249	246	379
IFNGR1	49	8	17	21	247	154	212	222
HTR1B	0	0	0	0	0	0	0	0
PPP1R3G	0	3	2	2	10	6	6	2
RIPOR2	18	5	8	25	46	23	40	28
DCBLD1	34	26	37	47	80	49	58	79
PHF3	1293	666	1165	2002	5690	3571	4458	5353
TPBG	0	0	0	3	2	0	0	0
NR2E1	0	0	0	0	0	0	0	0
TSPYL1	160	156	228	300	516	346	416	529
SIM1	0	0	0	0	0	1	5	2
NUP153	129	54	80	120	609	347	644	634
GPR31	0	0	0	0	0	0	0	0
LPA	1	0	0	0	0	0	1	0
FARS2	66	66	90	107	135	103	123	126
ZBTB24	82	68	127	114	194	104	173	220
PRDM13	0	2	0	0	0	0	0	0
DTNBP1	348	331	588	529	576	527	399	687
H2BC1	0	0	0	0	0	0	0	0
H2AC1	0	0	0	0	0	0	0	0
TFAP2D	0	0	0	0	0	0	0	0
RNF144B	15	8	9	19	19	18	11	31
PXDC1	0	7	0	6	1	3	3	8
IYD	0	3	0	0	0	1	1	1
SLC22A16	29	17	31	39	45	26	23	37
RN7SL617P	0	0	4	0	0	0	0	0
DDO	0	0	0	0	0	0	0	0
WRNIP1	343	221	370	468	758	509	531	785
SERPINB1	530	374	604	723	949	697	767	998
MIR4645	0	0	0	0	0	0	0	0
SERPINB9	13	7	20	10	51	52	85	90
SERPINB6	528	558	943	1001	977	769	754	1066
LINC01011	4	9	5	9	11	5	9	8
NQO2-AS1	0	0	0	0	0	0	0	0
HTATSF1P2	6	14	24	10	15	5	13	9
FAM136BP	0	0	0	2	0	0	0	0
SERPINB8P1	0	0	0	0	0	0	0	0
RNA5SP201	0	0	0	0	0	0	0	0
BPHL	14	18	26	34	75	76	62	71
TUBB2BP1	0	0	0	0	0	0	1	0
KAAG1	0	2	0	0	0	0	0	0
RNU6-391P	0	0	0	0	0	0	0	0
GPLD1	9	7	14	26	72	29	46	65
ALDH5A1	82	37	72	90	223	158	243	256
KRT8P43	0	0	1	0	0	0	0	0
TDP2	177	144	206	247	450	331	424	529
ACOT13	1332	742	1276	1454	1853	1723	1616	2286
RNU1-11P	0	0	0	0	0	0	0	0
TBC1D7	131	94	190	186	223	181	155	227
LINC02530	0	0	0	0	0	0	0	0
EPM2A	48	38	33	73	120	66	70	124
FIG4	138	83	103	167	235	205	209	289
Y_RNA	0	0	0	0	0	0	0	0
GMPR	2075	1625	2746	3019	3686	3042	2698	3876
LINC01015	0	0	0	0	0	0	0	0
GPR53P	0	0	0	0	0	0	0	1
OR2I1P	0	2	0	0	1	3	0	1
UBD	0	0	0	0	0	0	0	0
GABBR1	29	55	65	62	108	75	99	92
OR2H5P	0	0	0	0	0	0	0	1
TMEM183AP1	0	0	0	0	0	0	1	0
SNORD32B	0	0	0	0	0	0	0	0
RPL13AP	0	0	0	0	2	0	0	0
SUMO2P1	21	1	6	26	39	17	28	35
MOG	0	2	1	0	1	0	0	0
ZDHHC20P1	0	0	0	0	0	1	0	0
HLA-F	19	18	18	14	17	7	12	10
HLA-F-AS1	11	13	11	12	30	31	25	24
RPL23AP1	0	0	0	0	0	0	0	0
MICE	1	25	17	26	17	10	9	15
Y_RNA	0	1	5	11	9	1	2	5
IFITM4P	0	0	1	4	0	1	1	2
HLA-V	0	0	0	0	0	3	0	0
HCG4	0	0	0	0	0	0	0	0
HLA-P	0	0	0	0	0	0	0	0
RPL7AP7	0	0	0	2	0	0	0	0
MICG	0	0	0	0	0	0	0	0
GCNT2P1	0	0	0	0	0	0	0	0
Y_RNA	0	0	0	0	0	0	0	0
PAK1IP1	452	235	403	537	1152	1020	1146	1379
TMEM14C	718	375	789	1042	1633	1204	1230	1616
TMEM14B-DT	10	7	9	7	40	21	43	36
TMEM14B	627	524	874	1040	1013	918	741	1004
RNA5SP203	0	0	0	0	0	0	0	0
MAK	12	19	11	38	20	17	24	29
GCM2	0	0	0	1	1	2	0	1
ZFP57	31	46	71	57	62	53	53	72
SOD2	272	181	358	489	942	566	814	889
HNRNPH1P1	6	40	19	22	31	49	17	26
RNU4ATAC18P	2	1	0	0	0	0	0	1
WTAP	286	122	189	279	1169	798	1007	1252
SOD2-OT1	9	7	1	1	2	3	0	2
ACAT2	782	402	650	884	1681	1449	1421	1858
TCP1	1483	766	1317	1689	4140	3067	3492	4298
SNORA20	1	0	0	0	0	0	0	0
SNORA29	0	0	0	0	0	0	0	0
MRPL18	429	335	635	633	671	633	596	892
PNLDC1	2	4	0	0	2	0	3	4
RPL7L1	268	305	410	507	1193	746	1058	1218
C6orf226	0	3	1	5	0	4	2	2
PTCRA	1	3	0	0	0	1	1	1
RPL24P4	557	576	998	1202	1247	907	869	1245
GNMT	0	3	3	2	2	0	1	1
PEX6	103	139	165	176	221	167	162	227
PPP2R5D	192	226	200	230	651	465	582	663
MEA1	2913	2166	3511	4047	5651	4931	4670	6677
RRP36	1348	890	1450	1695	2147	1755	1747	2306
RN7SL403P	0	0	1	1	0	1	0	0
KLC4	220	341	355	377	675	455	546	643
MRPL2	97	74	104	95	174	147	154	245
KLC4-AS1	0	1	0	0	0	0	2	0
PTK7	20	21	33	35	75	44	91	75
SRF	165	365	324	297	518	384	500	554
CUL9	298	905	856	837	629	405	448	520
DNPH1	342	351	549	565	613	500	442	592
TTBK1	3	1	0	0	0	2	0	4
KCNQ5-DT	2	2	0	3	4	7	3	4
MIR4282	0	0	0	0	0	0	0	0
KNOP1P4	1	0	3	1	2	0	0	1
PGAM1P10	0	1	0	0	0	0	0	0
KCNQ5-AS1	0	0	0	0	0	0	0	0
RBPMS2P1	0	0	0	0	0	2	0	0
KHDC1P1	0	0	0	0	0	0	0	0
KHDC1L	0	0	0	0	0	0	0	0
KHDC1-AS1	3	7	14	8	14	15	10	10
RPSAP41	0	0	0	0	0	0	0	1
EIF3EP1	0	0	0	0	0	0	0	0
SDCBP2P1	0	0	0	0	0	0	0	0
PAICSP3	0	0	0	0	0	0	0	0
DPPA5	0	0	0	0	0	0	0	0
KHDC3L	0	0	1	0	0	0	1	0
OOEP-AS1	0	0	0	0	0	0	0	0
RPL39P3	118	121	223	284	211	179	166	256
RPS6P8	0	0	0	0	0	0	0	0
DDX43	26	19	24	34	33	44	24	57
KHDRBS2-OT1	0	0	0	0	0	0	3	0
KHDRBS2	0	2	0	1	0	0	2	1
C6orf132	0	2	4	0	2	4	4	1
GUCA1B	3	17	21	12	37	26	22	17
MRPS10	434	228	535	515	1464	1060	1353	1559
CRYBG1	35	35	49	59	53	33	69	79
Y_RNA	0	0	0	0	0	0	0	0
RNA5SP211	0	0	0	0	0	0	0	0
Y_RNA	0	0	0	0	0	0	0	0
RTN4IP1	137	129	218	269	248	202	193	286
RNU6-527P	0	0	0	0	0	0	0	0
QRSL1	122	75	102	118	467	287	407	479
RPL21P65	0	1	0	1	1	0	1	0
LINC02526	0	0	0	0	0	0	0	0
RNU6-117P	0	0	0	0	0	0	0	0
MIR587	0	0	0	0	0	0	0	0
SNORA40C	2	2	0	0	2	0	0	0
RNU6-1115P	0	0	0	2	0	0	0	0
CNN2P9	0	0	0	0	0	1	2	0
AMD1	206	160	230	302	575	405	565	662
GTF3C6	2209	1936	3215	3553	3916	3155	2747	4233
RPF2	815	909	1538	1526	1505	1430	1218	1858
GSTM2P1	0	0	0	1	0	0	2	2
RNU6-824P	0	0	0	0	0	0	0	0
MIR1273C	0	0	0	0	0	0	1	1
U8	0	0	0	0	0	1	0	0
TFB1M	91	76	136	193	173	146	127	199
CLDN20	0	0	5	4	2	1	2	2
NOX3	0	1	0	0	0	0	0	1
RN7SKP186	0	0	0	0	0	0	0	0
DDR1-DT	0	0	0	0	0	0	0	0
MIR4640	0	0	0	0	0	0	0	0
GTF2H4	2	10	10	1	4	2	0	4
SFTA2	0	0	0	0	0	0	0	0
Y_RNA	0	0	0	0	0	0	0	0
MUCL3	1	2	0	1	1	3	0	0
HCG21	0	0	1	0	0	0	0	0
NAPGP2	0	0	0	0	0	0	0	1
MUC21	0	0	0	0	0	2	0	0
MUC22	0	0	0	0	0	0	0	3
RNU6-1133P	1	0	0	0	0	0	0	0
C6orf15	0	0	0	0	0	0	0	0
PSORS1C1	0	3	0	0	2	0	0	0
CDSN	0	0	0	3	3	0	0	0
PSORS1C2	0	0	0	0	0	1	0	0
POLR2LP1	0	0	0	0	0	0	0	0
TCF19	506	409	588	742	1283	936	963	1362
PSORS1C3	0	1	2	0	1	0	0	0
VARS2	1	5	1	4	7	1	6	7
LINC00602	0	0	0	0	0	0	0	0
GAPDHP72	0	1	0	0	0	0	0	0
RNU6-153P	0	0	0	0	0	0	0	0
