Gene	hs_proerythroblast_1	hs_proerythroblast_2	hs_proerythroblast_3	hs_early_basophilic_1	hs_early_basophilic_2	hs_early_basophilic_3	hs_late_basophilic_1	hs_late_basophilic_2	hs_late_basophilic_3	hs_polychromatic_1	hs_polychromatic_2	hs_polychromatic_3	hs_orthochromatic_1	hs_orthochromatic_2	hs_orthochromatic_3
CALCOCO1	8157	871	1627	11863	1365	1772	16325	1962	2027	43146	9875	12761	47912	10371	14047
CALCOCO2	16055	2715	2903	22389	3191	3143	26400	4039	3712	33012	4228	4745	17282	2202	2798
CALCR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CALCRL	15	0	0	4	1	2	4	6	0	0	0	0	0	1	0
CALD1	9	1	2	22	1	5	16	1	6	91	0	2	215	18	12
CALHM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CALHM2	386	24	33	264	28	37	163	18	18	13	0	1	11	0	0
CALHM3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CALM1	21814	1595	3807	20042	1452	3814	9267	919	2221	2944	413	549	2195	207	303
CALM2	29208	6255	5899	35893	6464	5871	33785	6899	6741	23231	5197	5688	10763	3077	4152
CALM3	104667	9824	15521	124996	13155	15879	127938	15411	17722	100983	16080	21337	12159	2557	3295
CALML3	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1
CALML4	2042	202	519	2289	289	624	1588	327	514	652	251	259	203	70	96
CALML5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CALML6	0	1	3	1	1	1	5	1	0	17	2	1	1	1	1
CALN1	2	0	0	4	0	1	6	2	2	0	0	0	0	0	0
CALR	117912	10468	17233	142238	13395	17114	131992	14952	16638	121211	13826	17608	99877	10827	13902
CALR3	0	1	0	0	3	0	0	0	0	0	0	0	5	0	0
CALU	14534	1921	2396	16568	2378	2542	12608	2415	2438	6230	895	1045	1839	104	194
CALY	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CAMK1	549	50	77	497	47	89	338	46	59	99	20	22	100	6	4
CAMK1D	808	55	195	1223	83	166	2162	194	277	5559	685	2311	5613	360	496
CAMK1G	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0
CAMK2A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAMK2B	0	0	0	2	0	0	0	1	0	0	2	0	0	0	0
CAMK2D	636	48	90	574	41	61	408	30	46	1280	96	79	730	17	15
CAMK2G	3132	322	515	2310	319	422	1224	228	214	321	48	46	96	7	9
CAMK2N1	0	0	0	0	0	0	0	0	1	0	0	1	5	0	0
CAMK2N2	5	0	0	11	0	2	3	1	2	0	0	0	0	0	0
CAMK4	0	3	2	5	2	6	4	1	7	1	0	1	0	0	0
CAMKK1	117	9	19	65	4	10	23	0	6	7	6	2	88	16	16
CAMKK2	15591	1205	1888	14559	1449	1568	9318	1258	1127	2724	330	313	288	22	38
CAMKMT	1755	307	349	2043	370	440	1557	392	425	452	107	88	261	35	66
CAMKV	2	0	0	3	0	0	5	0	3	1	0	0	0	0	0
CAMLG	3291	631	786	2970	534	641	2540	477	563	2404	332	479	2308	203	314
CAMP	0	0	0	0	0	0	0	0	0	1	1	0	12	0	0
CAMSAP1	13423	1263	2085	14541	1649	2056	10457	1537	1457	8843	1063	1360	3370	499	651
CAMSAP2	10	1	0	10	1	0	11	2	0	1	0	0	5	0	1
CAMSAP3	12	1	0	14	0	1	14	1	1	27	1	6	65	13	26
CAMTA1	1879	262	347	2145	289	334	1820	326	382	1380	225	333	656	40	67
CAMTA2	7729	805	1368	11846	1187	1680	13927	1632	1875	6393	828	1032	2624	300	378
CAND1	34204	5388	5174	38619	6442	5550	27698	6320	5271	11542	2309	2342	3041	505	646
CAND2	662	71	175	404	84	125	179	36	85	8	1	6	2	1	0
CANT1	10468	878	1653	11075	1198	1597	10414	1293	1414	11007	1372	2259	11168	1296	1798
CANX	123347	22660	23605	126832	23437	23513	73200	17218	17047	28042	3533	3429	25821	1268	1675
CAP1	11723	1300	1763	10533	1313	1500	7767	1215	1410	6244	881	1087	2664	236	312
CAP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAPG	178	9	4	246	15	50	420	22	19	102	1	0	128	5	9
CAPN1	46420	4108	6553	61331	5726	7171	70707	8033	8912	61968	7039	8545	32685	3711	5152
CAPN10	2475	190	593	2997	282	636	2279	328	577	2034	197	480	1107	84	77
CAPN11	0	0	0	0	0	0	0	0	0	0	0	0	10	0	3
CAPN12	53	5	14	62	8	8	77	10	15	52	11	6	109	42	62
CAPN13	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
CAPN14	19	1	1	9	1	4	3	1	0	3	1	0	0	0	0
CAPN2	1788	230	166	1816	273	252	1456	276	199	893	112	135	298	27	42
CAPN3	82	9	38	102	8	21	67	13	12	67	17	22	17	4	3
CAPN5	831	136	126	1492	181	177	1779	223	201	1508	341	203	349	104	197
CAPN6	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
CAPN7	6920	1215	1398	7459	1333	1426	5163	1220	1175	3939	752	924	2779	401	480
CAPN8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAPN9	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
CAPNS1	34428	3062	4446	30551	3212	3958	23786	2695	3142	22862	2256	3144	30626	2681	3915
CAPNS2	0	0	0	0	0	0	0	0	0	4	0	1	2	2	0
CAPRIN1	96466	11733	15221	89094	12602	13984	49659	9762	9710	17410	2274	2991	5774	440	655
CAPRIN2	13028	1941	3055	21336	3144	4120	19628	3574	3950	3903	757	509	532	78	106
CAPS	299	20	66	232	24	62	214	25	49	146	32	43	165	11	12
CAPS2	599	65	131	703	103	138	303	97	101	1	2	0	0	2	2
CAPSL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAPZA1	27504	5206	5286	30550	5347	5585	23243	4916	5260	13119	2060	2983	3373	400	530
CAPZA2	16617	3807	4021	22158	4567	4294	20404	5318	4877	17296	3791	4320	7928	1547	2051
CAPZA3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAPZB	17764	2078	2555	17533	2215	2595	14666	2342	2560	8349	1135	1322	5450	412	531
CARD10	8	0	2	9	0	0	0	0	0	0	0	0	0	0	2
CARD11	29	3	0	13	6	2	22	3	2	11	1	3	5	1	0
CARD14	2	0	0	4	0	0	0	0	1	2	0	0	0	0	0
CARD16	219	40	41	302	52	76	277	44	43	249	17	26	69	0	0
CARD17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CARD18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CARD6	780	115	81	734	69	78	638	96	81	885	163	253	1781	771	955
CARD8	9169	1662	2461	11556	2036	2681	12670	2446	3106	8146	1350	2396	1471	259	333
CARD9	1119	41	349	637	50	215	209	35	49	8	1	4	23	2	3
CARHSP1	13115	1245	1916	15130	1437	1985	12264	1490	2018	9635	1945	3216	4420	553	834
CARKD	5225	502	870	5771	664	905	5212	753	887	3865	443	704	1036	73	109
CARM1	16391	1810	2678	17737	2104	2778	15703	2292	2472	8646	1758	1587	5283	1143	1617
CARNS1	173	11	28	140	9	11	176	10	12	28	5	4	23	1	1
CARS	8924	1647	1713	24437	3211	2904	36411	5678	5170	27302	3125	3803	11238	1002	1327
CARS2	10991	1230	1368	10099	1423	1250	5662	1098	885	605	77	90	93	19	20
CARTPT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CASC1	14	6	4	8	6	0	0	1	1	1	0	0	0	0	1
CASC2	52	15	10	84	15	6	23	12	6	1	0	3	0	0	0
CASC3	20519	2471	3470	25562	3391	3678	26139	3874	3789	24733	3783	4060	15231	1871	2321
CASC4	6564	1481	1592	6996	1483	1577	5588	1290	1372	3803	679	769	1501	213	250
CASC5	16254	2127	2005	33202	4404	3167	44238	8085	6057	25298	4865	4550	875	415	467
CASD1	1576	324	340	1314	324	322	742	290	193	257	52	61	13	7	6
CASK	1559	144	236	1230	125	157	640	107	113	428	79	92	88	7	10
CASKIN1	11	0	1	3	1	0	1	0	0	1	0	0	1	0	1
CASKIN2	84	5	11	59	3	2	31	3	2	7	5	0	8	0	0
CASP1	12	2	1	21	2	3	41	6	5	10	2	2	32	0	0
CASP10	6468	641	739	5586	637	508	4748	604	456	7571	899	1088	3298	412	538
CASP12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CASP14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CASP2	15563	1545	2437	17086	2092	2398	12530	2010	2192	4807	665	1018	371	52	91
CASP3	16667	2289	2118	13015	1740	1545	7700	1345	1098	5930	835	1090	4010	360	516
CASP4	955	195	265	944	194	212	611	152	118	1290	91	100	127	8	12
CASP5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
CASP6	5060	674	783	3606	596	550	1578	300	217	181	41	29	37	8	7
CASP7	1522	218	223	1593	227	189	997	157	93	381	46	27	64	6	6
CASP8	3013	463	596	2874	424	488	2111	299	280	3189	520	603	1666	402	496
CASP8AP2	17124	2557	3427	25874	4281	4145	23199	5506	5049	6267	1387	1276	244	95	158
CASP9	2230	226	330	1765	212	270	1557	206	190	1618	195	253	778	110	114
CASQ1	14	0	2	14	2	1	12	2	3	36	10	29	141	40	61
CASQ2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CASR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CASS4	141	14	21	138	16	15	65	12	5	324	44	65	467	68	97
CAST	100448	16205	17651	115283	18762	18163	83037	16421	15619	28704	4792	5705	14880	1261	1591
CASZ1	949	113	117	2150	273	139	3169	537	261	2101	579	533	222	106	141
CAT	118818	20721	24567	158439	26522	27149	165819	32027	33193	147104	37455	42393	60160	29646	41079
CATSPER1	7	0	0	12	1	2	24	5	2	1	0	0	2	1	0
CATSPER2	50	6	13	65	13	14	99	10	13	98	11	32	7	2	2
CATSPER2P1	10	8	4	27	11	2	16	5	10	17	2	6	11	0	2
CATSPER3	91	11	13	128	13	17	108	21	17	65	13	23	26	5	0
CATSPER4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CATSPERB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CATSPERD	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0
CATSPERG	16	0	3	20	1	3	31	4	1	91	13	20	134	7	21
CAV1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
CAV2	1	2	6	1	1	2	0	0	0	4	0	3	20	1	0
CAV3	0	0	0	3	0	0	0	1	1	0	0	0	0	0	0
CBFA2T2	4278	431	832	3591	446	721	1875	337	501	928	164	205	9514	3193	4349
CBFA2T3	13409	1171	2066	14925	1478	2293	13491	1762	2386	6244	894	1154	1301	237	329
CBFB	1700	87	171	411	23	36	78	18	6	218	52	58	591	57	54
CBL	548	40	65	513	51	48	605	54	60	258	41	25	188	8	4
CBLB	3101	330	507	3523	475	459	3695	632	486	5005	599	638	2645	220	321
CBLC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CBLL1	32764	6585	7612	29319	5789	6070	18835	4396	4173	9262	2256	2253	6737	1400	1914
CBLN1	0	0	1	0	1	0	7	1	0	1	2	1	0	0	0
CBLN2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
CBLN3	60	7	9	78	6	12	168	7	12	324	26	104	165	16	33
CBLN4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CBR1	2438	288	459	2312	303	437	1007	168	219	179	20	21	173	29	40
CBR3	5	0	0	0	0	0	0	0	0	32	12	42	327	102	142
CBR3-AS1	22	2	8	29	2	3	21	1	8	26	3	9	41	6	7
CBR4	4248	725	718	4964	873	811	3161	854	760	905	217	216	225	59	62
CBS	8502	1271	1000	22124	2680	1857	31909	4086	2917	12494	931	1099	2443	80	98
CBWD1	337	100	153	313	104	159	171	70	80	45	14	18	5	7	17
CBWD2	729	183	187	701	164	181	371	136	104	118	38	29	69	13	16
CBWD3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
CBWD5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CBWD6	23	11	12	25	9	15	12	14	13	0	2	2	0	1	1
CBX1	8413	1176	1605	7954	1196	1507	4861	967	1086	1897	302	363	115	21	40
CBX2	4233	242	584	3841	312	528	1606	187	229	85	19	24	23	1	2
CBX3	29881	6570	7115	33048	6384	6999	24480	5643	6813	14910	3643	4135	4457	904	1231
CBX3P2	107	26	38	86	16	23	40	17	16	15	2	3	5	0	0
CBX4	2301	290	682	3025	387	687	3595	386	638	9489	931	1313	2719	130	183
CBX5	70671	10293	12316	86286	14936	13316	79920	17253	15476	53056	6541	7659	3645	582	597
CBX6	15373	919	2358	19095	1787	2915	16434	2153	2652	9885	958	1818	7780	355	454
CBX7	2027	196	468	5130	331	588	9744	693	1098	16927	2636	5347	13961	940	1292
CBX8	1246	109	220	1159	112	182	556	87	130	85	4	16	23	3	3
CBY1	2845	467	525	2777	421	462	1820	389	309	664	74	118	112	17	32
CBY3	78	4	13	35	7	12	19	3	6	0	0	0	0	0	0
CC2D1A	7954	766	1651	11171	1189	1899	12205	1641	1962	8679	1316	1662	1625	169	253
CC2D1B	3953	429	620	3611	475	536	2921	475	460	1482	156	189	1647	75	96
CC2D2A	12	1	0	4	2	0	3	0	2	6	1	2	0	0	0
CC2D2B	11	0	2	9	2	5	14	6	3	19	5	2	0	0	0
CCAR1	18441	2946	3666	20321	3730	3642	16554	3881	3506	8719	1883	1915	2544	546	756
CCBE1	1	0	0	9	0	0	10	3	3	35	3	4	7	0	0
CCBL1	2666	221	534	3167	314	629	2404	344	536	780	109	138	178	27	42
CCBL2	3297	969	871	2749	812	786	1567	680	594	565	203	218	199	48	64
CCBP2	108	17	16	167	17	20	337	28	29	211	81	80	220	64	99
CCDC101	3257	301	538	3359	334	523	2463	349	484	565	82	103	350	19	24
CCDC102A	371	29	41	192	12	28	59	3	1	3	0	1	5	1	0
CCDC102B	116	10	29	93	16	26	38	5	6	0	0	0	0	0	0
CCDC103	153	33	28	77	14	16	17	6	6	1	0	1	24	2	3
CCDC104	2206	378	411	2162	365	328	1486	356	349	1059	154	218	798	65	126
CCDC105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC106	1336	107	346	807	82	201	321	43	93	35	5	14	122	9	14
CCDC107	186	16	35	201	24	42	213	26	39	84	12	32	38	0	7
CCDC108	0	0	0	2	0	0	2	0	0	0	0	0	24	8	5
CCDC109B	2961	484	645	3704	593	630	3314	577	609	1497	355	374	48	30	26
CCDC11	63	9	14	142	13	30	186	33	35	249	70	78	120	35	50
CCDC110	33	10	6	51	10	3	57	20	12	2	0	0	0	1	1
CCDC111	2474	366	514	2345	436	334	2239	422	276	1194	247	225	160	40	32
CCDC112	3406	1007	959	3268	893	853	1703	595	469	80	23	16	41	15	17
CCDC113	525	33	78	374	43	46	141	17	15	2	0	0	13	1	0
CCDC114	86	10	47	82	18	25	26	5	11	12	1	5	11	4	3
CCDC115	3210	446	609	2708	409	497	1236	264	273	482	58	45	775	51	84
CCDC116	18	2	1	10	2	2	21	2	6	22	6	7	6	1	3
CCDC117	12186	1963	2365	16214	2534	2906	13939	2882	3292	14434	3230	4142	15951	1446	1889
CCDC12	5373	581	1121	5945	669	1071	4800	669	942	2485	286	455	1233	133	152
CCDC120	972	79	145	621	57	114	288	21	45	37	0	3	6	0	2
CCDC121	268	63	76	380	89	96	348	96	96	118	13	29	26	3	9
CCDC122	18	2	0	5	0	1	2	1	0	1	0	0	2	0	1
CCDC124	10741	1039	1690	12086	1285	2019	9353	1382	1727	4724	627	1040	5845	494	600
CCDC125	1998	369	420	2013	443	425	1410	416	393	112	47	36	35	13	21
CCDC126	281	39	87	258	46	84	136	40	55	53	27	21	184	24	47
CCDC127	1549	186	267	1363	220	201	936	163	166	1063	118	231	1255	99	177
CCDC129	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
CCDC13	24	2	12	52	5	5	27	4	2	20	9	8	35	22	21
CCDC130	3065	310	744	3980	451	841	3866	656	812	4146	547	876	2257	155	233
CCDC132	7353	1492	1838	9300	1909	1662	6903	1829	1616	2781	729	822	1425	324	462
CCDC134	1602	143	184	1814	201	166	1761	233	216	1214	237	201	380	69	84
CCDC135	51	7	2	73	5	6	65	10	2	186	24	46	88	8	12
CCDC136	102	13	16	99	9	20	68	3	10	20	1	3	16	0	0
CCDC137	9025	871	1517	9566	1136	1539	5713	1002	1119	1477	268	358	433	33	48
CCDC138	3579	576	600	3197	521	499	1156	311	307	108	19	22	18	6	12
CCDC14	13236	2502	3791	18645	3554	4558	17031	4453	4563	6338	2298	2108	540	231	320
CCDC140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC141	0	0	0	2	0	3	4	0	0	0	0	0	0	0	0
CCDC142	1680	138	274	1974	193	261	1828	218	296	1195	163	291	575	29	55
CCDC144A	53	13	0	36	27	0	53	43	0	65	76	3	7	10	15
CCDC144B	308	11	25	377	33	46	451	29	73	735	87	84	78	6	8
CCDC144C	41	11	6	78	11	13	194	28	16	355	84	52	120	37	43
CCDC144NL	0	3	0	1	1	0	0	1	0	0	0	0	0	0	0
CCDC146	74	12	31	65	6	30	34	11	13	7	5	6	16	5	2
CCDC147	223	42	47	348	48	39	312	42	67	254	66	79	128	17	25
CCDC148	7	1	2	5	2	1	6	1	0	1	1	0	0	0	1
CCDC149	5	1	0	2	0	0	0	2	0	3	0	0	0	0	0
CCDC15	3737	519	1380	5562	772	1179	5655	991	1388	1622	368	419	53	21	32
CCDC150	424	48	154	503	77	165	284	105	139	54	14	22	5	4	4
CCDC151	30	1	8	42	5	4	23	2	1	7	1	0	0	0	0
CCDC152	208	25	59	197	32	51	93	33	40	12	8	17	0	5	1
CCDC153	6	1	2	8	1	3	8	0	1	21	1	2	3	0	0
CCDC154	208	19	38	273	35	40	166	47	23	169	29	55	231	26	29
CCDC155	0	0	0	0	0	3	0	0	3	0	0	1	0	0	0
CCDC157	128	10	34	174	18	37	197	12	33	100	22	41	83	15	30
CCDC158	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC159	550	70	101	541	67	93	526	83	99	297	28	46	154	9	17
CCDC160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC162P	3	0	0	15	0	0	2	0	4	4	0	2	1	0	0
CCDC163P	413	46	65	596	60	51	670	82	98	210	22	32	153	42	55
CCDC164	12	0	1	1	1	0	2	1	0	0	1	0	26	7	14
CCDC165	1258	173	140	789	124	91	316	98	30	14	6	2	9	2	1
CCDC166	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0
CCDC167	1616	187	214	2385	252	321	2652	361	407	1651	205	262	193	16	35
CCDC168	75	5	4	68	19	7	54	10	7	39	19	10	10	0	0
CCDC169	724	72	181	593	84	153	208	32	85	11	3	6	0	1	0
CCDC169-SOHLH2	23	0	1	23	0	0	0	1	0	0	0	0	0	0	0
CCDC17	104	8	10	113	8	23	65	14	24	167	87	100	260	116	169
CCDC18	2492	552	564	3676	732	692	3979	1046	1113	1677	491	503	107	43	53
CCDC19	43	2	4	14	4	2	8	2	1	0	0	0	15	1	1
CCDC22	6246	544	931	5225	600	915	2751	459	595	271	19	42	103	5	3
CCDC23	2776	391	505	3791	496	508	5001	622	634	7327	951	1274	7053	1068	1425
CCDC24	100	5	10	176	12	35	312	22	55	614	144	147	1467	304	397
CCDC25	8366	1445	1646	9069	1417	1595	5989	1377	1344	2622	437	405	576	72	69
CCDC27	90	4	8	93	11	13	67	15	11	58	12	20	64	8	8
CCDC28A	3485	488	552	4781	631	581	5986	889	744	8446	1366	1437	9195	1189	1669
CCDC28B	5441	523	744	5922	606	732	4432	524	657	1046	126	164	174	36	44
CCDC3	16	2	3	10	2	1	10	2	0	1	1	21	3	1	3
CCDC30	40	4	8	50	8	10	8	4	2	5	2	1	0	2	0
CCDC33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC34	5693	1229	1465	7236	1438	1405	6892	1746	1599	2162	500	574	202	77	92
CCDC36	14	0	1	3	0	0	2	0	0	29	1	4	80	7	7
CCDC37	23	0	0	5	2	1	10	0	0	6	0	0	13	1	0
CCDC38	4	1	8	5	4	5	8	1	6	0	0	0	5	0	0
CCDC39	79	23	44	107	40	78	68	57	37	32	30	43	6	10	8
CCDC40	9	3	2	14	3	0	3	1	0	0	0	0	0	0	0
CCDC41	2632	680	660	2448	746	662	1318	600	534	451	143	133	228	59	80
CCDC42	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CCDC42B	82	6	26	81	5	25	35	6	12	12	4	5	8	0	0
CCDC43	6683	1225	1272	6105	1219	1162	3463	993	833	828	160	158	185	25	31
CCDC47	27269	4215	5261	34628	5196	5184	30500	5289	5176	26676	4703	5871	8888	1123	1473
CCDC48	39	3	0	17	2	1	11	3	2	0	2	2	0	0	0
CCDC50	8747	1184	1713	8886	1272	1421	6656	1203	1224	1802	246	344	268	30	37
CCDC51	4569	498	692	3721	488	630	2011	372	407	237	32	37	32	5	4
CCDC53	1195	225	213	1467	233	206	1333	219	204	1441	197	216	561	52	65
CCDC54	5	0	1	10	2	1	11	2	0	0	0	0	0	0	0
CCDC56	3623	376	501	3901	412	490	2631	402	433	1217	119	142	382	26	27
CCDC57	1221	144	256	957	131	250	486	133	118	26	8	11	8	3	6
CCDC58	1660	303	278	1461	345	311	686	202	194	68	11	12	14	7	6
CCDC59	5252	955	1291	5204	988	1235	3506	857	1009	1793	427	400	788	125	172
CCDC6	14387	2639	2672	12339	2556	2412	6445	1888	1524	1250	284	226	633	49	72
CCDC60	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0
CCDC61	1908	217	400	1533	260	454	1244	241	340	354	53	91	54	7	12
CCDC62	18	2	3	15	2	5	8	2	0	5	4	6	81	19	27
CCDC63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC64	20	1	1	14	2	0	8	1	0	9	5	3	13	0	0
CCDC64B	6	0	0	0	0	0	0	0	0	0	0	0	2	0	0
CCDC65	5	2	2	9	0	4	3	0	0	0	0	0	0	0	0
CCDC66	3267	649	808	4147	898	957	3125	921	825	1529	458	458	445	95	129
CCDC67	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
CCDC68	453	176	90	1318	346	134	2362	822	364	1248	509	265	150	134	159
CCDC69	22343	2167	2979	19570	1879	2607	13532	1493	1871	15126	1921	3798	31251	2050	2573
CCDC7	81	13	29	149	25	35	218	41	64	46	11	22	0	1	0
CCDC70	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0
CCDC71	5016	533	836	4330	586	705	2912	483	561	2612	194	313	2039	82	112
CCDC71L	4774	911	1265	13195	1699	2189	24455	3693	4665	71452	11258	18586	57581	5065	6675
CCDC72	887	139	140	855	175	163	713	173	152	444	102	106	302	46	63
CCDC73	282	51	64	256	74	74	186	55	49	65	17	16	14	1	5
CCDC74A	7	0	0	6	2	2	5	1	0	0	0	0	0	0	0
CCDC74B	2	0	0	1	0	0	1	0	0	0	0	0	4	0	0
CCDC75	2058	301	449	2331	418	390	1603	431	354	580	91	115	188	53	64
CCDC76	2646	606	738	3256	714	844	1603	615	598	509	149	206	119	31	51
CCDC77	4138	701	784	4654	836	813	3489	794	706	2120	347	560	1526	168	215
CCDC78	288	21	56	183	12	54	69	7	11	9	5	4	4	0	0
CCDC79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC8	996	90	270	430	55	174	143	19	70	0	0	0	0	0	1
CCDC80	0	0	0	0	0	0	0	0	0	22	0	0	6	0	3
CCDC81	23	4	10	26	2	2	18	4	16	5	1	3	3	3	0
CCDC82	3006	622	687	3735	683	769	3603	803	763	3527	734	833	583	156	202
CCDC83	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CCDC84	830	70	151	932	121	229	860	165	220	636	111	182	710	49	75
CCDC85A	0	0	0	0	0	0	0	0	0	3	0	0	4	0	0
CCDC85B	3372	326	720	2381	338	819	1339	283	419	159	26	48	378	50	73
CCDC85C	151	16	16	145	14	21	143	15	18	93	11	5	67	5	11
CCDC86	13553	1184	1859	12265	1150	1845	4747	667	877	150	45	35	796	54	87
CCDC87	30	2	7	18	4	2	12	7	2	32	6	10	70	6	13
CCDC88A	15070	2602	2586	14750	2882	2538	11344	2687	2220	3313	627	613	375	86	109
CCDC88B	1341	80	308	8049	369	1267	19706	1357	4508	15873	1329	4224	14451	1228	1523
CCDC88C	5861	580	1209	5810	709	1090	3621	556	638	229	156	68	126	27	34
CCDC89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC9	5290	454	970	7901	672	1240	9599	1049	1403	8792	1121	1584	8135	631	680
CCDC90A	8995	841	1437	10140	895	1406	7413	658	1313	909	120	223	267	27	26
CCDC90B	2787	426	525	3003	440	479	2345	394	439	2350	283	387	1539	139	166
CCDC91	1283	313	296	1702	306	321	2174	408	443	2382	543	707	2080	427	503
CCDC92	1288	83	139	781	62	120	336	32	40	103	7	7	74	6	4
CCDC93	3868	314	557	3210	345	426	1833	299	277	1675	336	311	297	36	44
CCDC94	4532	489	822	4907	559	867	4397	589	762	2827	366	562	3401	477	672
CCDC96	49	11	6	107	15	15	90	21	13	127	24	26	140	6	11
CCDC97	7004	639	978	7491	687	935	6168	733	910	5161	524	844	4295	440	579
CCDC99	4763	1024	925	8239	1396	1020	10802	2025	1711	5004	1078	1143	158	77	125
CCHCR1	6897	615	1566	7645	946	1553	6153	924	1369	3012	553	824	158	44	63
CCIN	1	0	0	1	1	1	1	0	1	1	1	0	0	0	0
CCK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCKAR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCKBR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCL11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCL13	0	0	0	6	3	2	15	0	2	11	1	3	0	1	0
CCL14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCL14-CCL15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCL15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCL16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCL17	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
CCL18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCL19	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0
CCL2	15	2	0	54	4	20	121	8	7	18	0	0	22	0	0
CCL20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCL21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCL22	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCL23	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
CCL24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCL25	2	1	0	10	0	0	7	0	0	0	0	0	1	0	0
CCL26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCL27	8	0	4	1	2	2	1	0	0	1	0	0	1	0	0
CCL28	158	16	11	118	14	11	57	19	16	21	1	1	1	0	0
CCL3	0	0	0	24	2	5	16	0	7	4	1	0	7	0	0
CCL3L1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCL3L3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCL4	0	0	0	2	0	0	14	0	1	1	0	0	4	0	0
CCL4L1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCL4L2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCL5	0	0	0	5	1	1	7	0	0	29	2	0	55	1	2
CCL7	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0
CCL8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
