"Gene"	"hs_proerythroblast_1"	"hs_proerythroblast_2"	"hs_proerythroblast_3"	"hs_early_basophilic_1"	"hs_early_basophilic_2"	"hs_early_basophilic_3"	"hs_late_basophilic_1"	"hs_late_basophilic_2"	"hs_late_basophilic_3"	"hs_polychromatic_1"	"hs_polychromatic_2"	"hs_polychromatic_3"	"hs_orthochromatic_1"	"hs_orthochromatic_2"	"hs_orthochromatic_3"
"6783"	"UBR1"	20275	3333	3814	28045	4936	4266	25616	6190	5117	8453	1460	1568	3000	501	631
"6784"	"INTS12"	4098	557	770	4999	711	816	3917	762	823	1982	289	292	511	88	113
"6785"	"C1orf182"	119	5	17	65	12	13	36	14	11	25	2	2	10	0	1
"6786"	"CHKB"	108	4	12	67	14	27	46	15	20	24	2	6	11	0	0
"6787"	"FERMT2"	1	0	0	5	0	0	6	0	1	2	0	0	2	9	6
"6788"	"COX4I1"	37639	3625	6296	38571	4220	6011	30325	3977	5339	15254	1550	2645	4394	409	644
"6789"	"RAI14"	5	0	0	3	1	0	0	1	0	2	1	0	95	2	6
"6790"	"LOC100505826"	33	3	3	10	4	1	16	2	1	2	1	1	2	0	0
"6791"	"DDT"	681	103	115	727	128	133	539	111	112	273	42	64	106	12	18
"6792"	"PDK4"	92	2	55	45	1	23	14	1	2	694	28	84	2644	151	186
"6793"	"CALML4"	2042	202	519	2289	289	624	1588	327	514	652	251	259	203	70	96
"6794"	"FSTL3"	817	83	202	629	64	202	299	37	51	69	5	5	155	7	7
"6795"	"TMEM123"	6101	1353	1001	3495	827	624	1526	404	339	1284	426	502	982	221	278
"6796"	"ZNF251"	1536	157	387	1174	172	265	686	124	157	470	56	57	313	18	20
"6797"	"LOC155060"	298	25	94	170	37	76	71	25	30	21	2	5	40	6	12
"6798"	"NMI"	9964	1830	2345	10594	1683	2123	9516	1459	1918	8846	1171	1411	1823	203	317
"6799"	"RGS19"	138	23	11	87	19	9	58	6	1	1	0	0	17	0	1
"6800"	"PPP2R2B"	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4
"6801"	"LOC728730"	52	3	6	21	3	6	25	2	3	31	0	6	1	0	0
"6802"	"SPPL2B"	7412	605	2017	7624	972	2078	5256	1050	1447	1872	365	584	1081	134	179
"6803"	"COX7C"	23088	3383	4348	24449	3696	4257	17860	3566	3805	7047	933	1188	3457	462	589
"6804"	"AKAP3"	233	19	15	233	13	19	227	24	22	189	11	11	13	0	1
"6805"	"C7orf26"	6710	583	1198	6587	653	1184	4818	645	905	3128	299	490	729	79	109
"6806"	"ZNF706"	4931	581	855	4593	644	796	3162	518	635	2112	224	337	815	59	72
"6807"	"RECK"	406	35	38	440	58	46	314	65	40	107	15	22	31	5	4
"6808"	"FOXO4"	4883	607	898	7950	911	917	13418	1399	1333	29080	5099	6408	34435	5596	7410
"6809"	"HIST1H3G"	8	1	1	42	1	4	45	3	5	71	14	19	89	10	22
"6810"	"ZNF689"	4215	401	639	4672	509	693	3887	618	625	1549	215	242	507	47	64
"6811"	"PLCD4"	690	54	68	725	98	89	537	91	78	233	42	40	59	10	5
"6812"	"C17orf108"	205	66	40	316	79	45	508	147	66	172	31	22	36	4	10
"6813"	"MBNL2"	4715	790	932	12387	1158	1156	24957	2866	2632	57789	9592	14124	43948	6017	7548
"6814"	"MAP2K1"	5602	690	973	5926	773	971	4621	839	970	2567	356	466	992	70	87
"6815"	"CSNK1E"	4245	348	988	3919	355	836	3003	291	543	2373	362	653	679	45	49
"6816"	"MEMO1"	1398	237	262	1428	257	317	935	198	230	540	73	109	314	26	24
"6817"	"ADAM19"	490	24	41	408	35	27	391	73	45	137	3	14	56	0	0
"6818"	"SARNP"	6214	916	1210	7353	999	1121	6055	1052	1081	3313	447	513	924	116	149
"6819"	"SNORD43"	22	2	6	23	3	4	7	1	1	4	3	0	0	0	2
"6820"	"SBF2"	239	67	30	550	92	44	554	102	77	255	38	43	35	1	9
"6821"	"MRPL44"	6964	989	1328	7464	1118	1251	4849	1053	1056	2478	371	418	1186	111	171
"6822"	"PLEKHA8P1"	849	69	110	529	58	75	181	31	33	38	6	4	124	6	6
"6823"	"TARDBP"	25321	3943	5065	27534	4668	5262	18880	4173	4610	10586	2044	2792	4641	539	765
"6824"	"GEMIN5"	17247	1987	2445	14626	2092	2189	6199	1209	1063	1943	257	334	1672	343	384
"6825"	"C10orf103"	448	39	103	450	52	89	235	43	63	67	13	23	71	7	7
"6826"	"LOC442459"	229	18	39	207	18	30	121	24	14	43	6	13	24	2	3
"6827"	"CLPP"	7769	819	1522	8436	1175	1700	6803	1166	1372	2691	305	497	1579	64	107
"6828"	"RORA"	314	24	43	1392	134	95	3039	565	433	6756	1736	1557	1836	291	381
"6829"	"C1orf96"	2574	440	508	3053	577	600	3743	744	758	3184	719	963	296	101	128
"6830"	"MRPS22"	8863	1286	1501	8770	1383	1559	5777	1200	1232	2846	452	556	1402	148	232
"6831"	"PKP3"	7	0	4	2	1	0	0	0	0	0	0	0	0	0	0
"6832"	"SCARNA17"	38	4	8	99	5	15	155	17	18	345	36	61	567	41	71
"6833"	"SLFNL1"	16	2	5	18	5	4	22	2	0	9	2	0	0	0	0
"6834"	"RAC2"	12151	1100	2053	16284	1571	2469	19170	2270	3205	2368	306	280	1472	135	156
"6835"	"CKB"	4387	408	1042	3692	470	815	1760	350	423	465	36	119	1007	30	48
"6836"	"JMJD4"	2159	176	272	2155	202	270	1591	180	197	617	55	96	235	11	25
"6837"	"FARSA"	43827	3866	6901	45027	4697	7212	27985	4163	5216	8881	871	1412	5577	423	570
"6838"	"SDR42E1"	1	3	5	6	0	1	3	0	1	0	0	0	0	0	0
"6839"	"TEP1"	1832	85	185	1025	100	120	517	65	61	137	35	22	116	18	13
"6840"	"DUSP5P"	11	1	3	6	1	0	0	0	0	58	4	18	235	10	16
"6841"	"MTERFD2"	3822	602	868	4201	716	939	3108	799	813	1965	345	431	809	96	93
"6842"	"EMILIN1"	340	38	90	255	24	58	173	19	22	40	1	5	63	3	2
"6843"	"RG9MTD2"	929	177	150	975	184	151	795	243	173	446	74	79	167	20	23
"6844"	"BST2"	3840	356	873	2746	261	604	1235	161	347	382	38	48	756	32	37
"6845"	"HDGFRP3"	3128	386	523	4488	432	508	5347	671	809	3697	620	527	300	47	84
"6846"	"ZNF558"	1608	268	330	1955	299	397	1541	315	369	2377	274	462	357	24	33
"6847"	"C11orf51"	1495	171	218	1873	258	286	1666	324	311	690	114	133	187	19	34
"6848"	"TIMM22"	6579	665	1052	6621	697	967	4142	597	749	1587	184	240	901	69	91
"6849"	"WDR85"	4662	470	1047	4858	586	1058	3137	504	597	2407	268	321	807	56	66
"6850"	"PTH2R"	44	10	14	65	13	26	50	15	9	5	0	0	8	1	2
"6851"	"FAM90A1"	106	9	7	62	4	0	9	2	1	1	1	0	6	0	0
"6852"	"FAM199X"	7637	1335	1720	6900	1403	1568	4664	1200	1367	2604	688	785	1607	217	295
"6853"	"LARP4"	18318	3450	3912	23235	4784	4304	18395	5000	4239	10236	2173	2395	3663	513	641
"6854"	"DNM1P46"	587	14	29	549	30	56	372	32	33	98	5	14	24	0	1
"6855"	"HOXA3"	49	3	4	16	3	6	15	1	0	0	0	0	1	1	0
"6856"	"CCAR1"	18441	2946	3666	20321	3730	3642	16554	3881	3506	8719	1883	1915	2544	546	756
"6857"	"MIS18BP1"	10303	2161	2324	16090	2918	2689	18104	4066	4094	11222	3096	3444	1230	515	696
"6858"	"CD55"	4318	489	632	4628	585	735	4313	638	925	7315	1353	3323	18701	4055	5245
"6859"	"FCGR3A"	51	4	4	75	13	16	78	21	10	13	1	0	2	0	0
"6860"	"LCP2"	4395	398	606	2585	248	382	774	89	119	420	11	57	762	9	26
"6861"	"LAPTM5"	36910	2438	5038	21948	1929	2767	8640	842	848	3950	137	261	4155	141	184
"6862"	"WAS"	565	53	40	245	23	21	146	16	18	78	6	11	41	5	3
"6863"	"SLC39A9"	13894	1535	2281	14422	1933	2253	10364	1961	1825	5624	747	916	2530	137	176
"6864"	"C2orf47"	3709	568	677	3690	607	693	2453	557	585	1240	205	277	591	80	113
"6865"	"CYP2W1"	28	5	10	13	0	11	2	0	1	0	0	0	3	1	1
"6866"	"COL18A1"	51886	2300	8327	67122	3942	9938	62137	5372	9165	20833	2739	3820	2839	480	669
"6867"	"TRABD"	11888	1147	2852	11049	1329	2860	6827	1120	1853	2447	258	435	2190	143	180
"6868"	"LOC100288846"	29	5	2	23	6	7	16	6	5	33	3	7	1	1	0
"6869"	"TRIM66"	1591	181	263	1716	283	350	1414	352	324	1164	165	232	239	26	32
"6870"	"CUL1"	17818	2122	2853	18331	2423	2763	12571	2083	2266	8676	1173	1533	2851	212	286
"6871"	"ORC4"	11320	1992	2573	11328	2097	2225	7274	1940	1846	2895	587	549	1872	341	503
"6872"	"C16orf79"	472	25	93	564	59	96	458	67	101	136	35	74	71	2	5
"6873"	"UFM1"	6766	1165	1577	6173	1198	1432	3569	942	1104	2667	526	476	1284	214	240
"6874"	"BCL2L15"	23	3	3	30	4	5	24	12	1	7	5	2	0	1	0
"6875"	"SNORD33"	88	5	20	89	4	33	31	8	18	12	0	3	2	3	1
"6876"	"CUL5"	9422	1781	1946	10424	2047	1961	8381	2128	1843	4229	964	976	1812	251	353
"6877"	"RPL18A"	15548	938	2008	15858	1082	1967	12049	1131	1683	4200	248	466	1553	70	103
"6878"	"ARHGEF12"	24599	3682	3453	42416	5937	4468	54179	8382	6387	114629	24034	26039	142179	26202	32462
"6879"	"ZBTB49"	1047	105	182	885	129	179	400	70	72	197	26	33	188	10	13
"6880"	"LOC254128"	857	133	176	985	145	161	800	188	161	405	60	94	160	15	22
"6881"	"ENY2"	9421	1403	1749	10673	1453	1712	7751	1494	1436	3685	732	745	1264	225	296
"6882"	"NDUFAF1"	2613	360	355	2538	383	313	1397	302	189	700	77	72	408	30	31
"6883"	"PPY2"	7	1	11	11	0	6	0	0	1	0	0	0	1	0	0
"6884"	"BCL2L2"	3705	571	940	4604	728	985	4468	831	969	2627	404	466	866	54	96
"6885"	"PPCS"	4840	724	882	4824	700	868	3255	601	728	1650	215	247	739	92	121
"6886"	"PCDH1"	34	15	3	265	42	6	482	113	22	440	220	46	223	100	108
"6887"	"GGNBP2"	17051	2549	3627	21065	3062	3715	17412	3422	3624	9867	1938	1863	3095	373	425
"6888"	"EXOC3L1"	131	12	18	109	13	13	111	13	15	24	2	13	10	1	2
"6889"	"PACRG"	8	0	4	2	0	0	0	0	0	0	0	0	0	0	0
"6890"	"FGD3"	852	40	78	674	39	72	363	34	30	155	11	15	70	0	6
"6891"	"TMEM53"	592	65	78	435	56	79	258	31	50	194	17	22	88	4	6
"6892"	"RBM26-AS1"	209	17	12	270	20	24	269	25	16	73	9	6	8	1	1
"6893"	"LOC100288911"	6	0	6	1	0	0	2	0	0	0	0	0	0	0	0
"6894"	"PRDM2"	10807	1072	1738	12388	1480	1779	9864	1579	1618	5367	884	1019	1408	135	191
"6895"	"EPB49"	39250	3750	6380	97492	7900	11056	168605	15277	19783	271289	41151	58081	244618	42789	58278
"6896"	"FAM82A1"	1106	214	139	1104	156	200	686	146	154	207	89	66	173	24	34
"6897"	"PELI3"	1289	57	137	958	74	151	581	54	77	209	25	58	134	4	6
"6898"	"LOC339807"	0	0	0	0	0	0	0	0	0	0	2	0	28	0	3
"6899"	"NBPF14"	73	10	9	57	3	13	44	8	1	11	4	1	5	0	1
"6900"	"COPS4"	8265	1458	1417	9003	1414	1430	5968	1267	1212	3097	451	562	1217	194	252
"6901"	"SLC37A2"	222	13	85	198	22	48	175	13	49	55	3	20	39	1	1
"6902"	"EXOC1"	7747	1278	1369	7791	1352	1296	5717	1356	1086	3732	662	587	1188	172	234
"6903"	"DSTNP2"	664	105	92	495	64	61	283	48	49	312	36	52	99	10	10
"6904"	"TMEM217"	138	16	23	108	9	26	206	14	22	1279	204	411	1022	142	214
"6905"	"CASC4"	6564	1481	1592	6996	1483	1577	5588	1290	1372	3803	679	769	1501	213	250
"6906"	"SCRIB"	20482	1249	3765	20240	1967	3791	13872	1895	2400	6648	753	1121	2841	153	183
"6907"	"LEKR1"	19	11	1	19	6	5	4	1	0	1	0	0	3	0	0
"6908"	"FAM125A"	2160	173	378	1558	169	308	1001	159	207	609	31	75	331	9	25
"6909"	"C16orf70"	3800	477	790	4708	598	767	3084	634	659	1267	218	262	528	97	94
"6910"	"C8orf73"	1588	58	296	1509	100	266	887	78	167	635	79	147	132	10	12
"6911"	"FKBP8"	48088	4654	7421	59974	5844	8200	76658	8292	9400	169553	24311	38781	331505	46493	63892
"6912"	"HCFC1R1"	2695	301	496	2809	333	479	2108	329	369	741	140	193	450	34	51
"6913"	"PITPNM2"	1022	67	164	459	70	61	119	26	18	43	0	6	85	11	6
"6914"	"VCL"	4970	401	617	4425	515	496	3773	576	539	23970	3755	8098	39559	4006	5062
"6915"	"RAB43"	28	1	7	10	2	5	13	6	1	247	31	61	315	22	30
"6916"	"FUBP3"	14553	2083	2829	17420	2561	2987	14354	2565	2696	7380	1111	1571	2515	274	334
"6917"	"MEGF9"	3517	455	545	4540	543	621	4343	687	669	8344	1268	1569	22384	3537	4480
"6918"	"FGFR1OP"	2951	526	857	4134	632	1006	3807	804	1159	2647	542	977	528	120	145
"6919"	"C17orf79"	2501	256	323	2054	217	310	832	126	117	51	11	9	556	11	19
"6920"	"POLR3A"	12057	1418	1987	12745	1756	2020	7864	1682	1476	3440	508	535	1488	203	302
"6921"	"DECR1"	9778	2558	1951	11123	2855	1685	9379	2844	1400	9662	2631	1739	1784	363	406
"6922"	"ZNF593"	2231	239	413	2311	268	470	1169	190	288	246	19	25	506	14	19
"6923"	"ZNF37A"	5124	610	855	5777	830	874	4004	787	753	1463	338	351	591	112	155
"6924"	"ANKLE2"	14835	1593	2649	17835	2226	2988	15405	2518	2862	11546	1624	2140	2413	182	245
"6925"	"LRRC32"	4	1	5	15	1	2	19	0	4	53	1	8	141	16	21
"6926"	"THBS1"	325	34	7	524	58	94	828	21	79	2167	99	90	5439	302	371
"6927"	"LOC100130992"	130	24	24	172	43	20	277	57	44	201	43	63	15	5	4
"6928"	"LOC152217"	2517	266	476	2233	305	532	1320	283	333	666	102	109	417	35	50
"6929"	"SLC30A7"	3882	645	719	4089	725	829	2825	685	663	1505	367	362	677	101	132
"6930"	"AMMECR1"	26754	6686	4884	38428	8879	6603	35714	10058	7930	21339	4326	4725	3868	1190	1424
"6931"	"IL17RA"	2338	270	368	3027	329	435	2981	440	384	1212	207	223	312	28	45
"6932"	"C11orf73"	4384	581	823	5812	728	1005	4664	803	931	2822	387	468	607	78	117
"6933"	"SNORD50B"	26	4	12	27	7	18	17	3	10	1	0	0	3	1	3
"6934"	"TNNT1"	3	3	3	2	0	0	5	0	0	55	16	23	303	14	5
"6935"	"SOLH"	20986	1597	4374	20338	2253	4489	13221	2259	3054	6208	672	1282	3664	197	232
"6936"	"DKFZP586I1420"	1184	156	297	1151	148	288	794	174	251	524	148	142	230	32	32
"6937"	"NDUFB8"	12650	1597	2178	13811	1851	2397	10462	1896	2177	4093	552	717	1712	228	306
"6938"	"MCOLN1"	2248	241	427	3992	435	707	6083	706	1012	8743	1199	1556	18665	1989	3296
"6939"	"STAG3L4"	1043	162	240	1038	188	224	962	200	255	415	84	89	133	34	57
"6940"	"LOC100289187"	18	4	4	13	5	3	16	6	2	33	5	8	240	14	29
"6941"	"MUDENG"	7994	1293	1212	9168	1484	1436	7333	1576	1430	5501	1071	1212	1066	228	214
"6942"	"ATP13A4"	62	8	6	34	1	2	28	6	1	14	6	4	3	0	1
"6943"	"IQCE"	4756	307	621	5676	436	781	4094	453	593	761	93	193	412	41	58
"6944"	"USP25"	14791	2297	2672	16237	2405	2312	14190	2515	2268	7717	1234	1210	2424	252	360
"6945"	"TSPO"	12570	1265	2266	11984	1478	2333	7112	1172	1391	1584	223	263	1797	162	246
"6946"	"ATP1A4"	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3
"6947"	"TMEM147"	5528	540	966	4944	527	950	2768	512	544	1219	197	280	955	59	82
"6948"	"ALG11"	3253	367	551	3703	533	527	2404	443	416	1232	194	183	424	53	68
"6949"	"TNIK"	4168	324	681	3287	268	404	3097	259	368	951	69	75	467	30	35
"6950"	"ZDHHC4"	5007	556	791	5015	620	714	4398	681	685	3757	365	541	860	35	70
"6951"	"CMTM6"	2006	293	500	1775	267	368	885	184	268	612	102	136	409	53	49
"6952"	"MED31"	949	145	141	1127	158	177	735	128	123	376	64	67	176	11	17
"6953"	"GLIPR2"	7018	673	709	9317	785	917	9772	1029	1220	4984	643	639	503	72	111
"6954"	"MRPL10"	6786	863	1307	6986	889	1114	5347	754	886	2884	317	424	1280	70	111
"6955"	"NHSL2"	16	0	6	2	0	1	6	1	0	0	0	0	0	0	0
"6956"	"HIST1H2AI"	32	3	2	72	7	2	75	5	6	154	12	19	389	34	50
"6957"	"ECI1"	13196	956	1799	13713	1262	1936	12300	1393	1753	8928	785	1275	1624	70	134
"6958"	"CTSW"	774	33	94	256	14	32	88	6	6	30	2	0	44	1	6
"6959"	"PIN1"	8425	870	1538	10471	1208	1799	9579	1511	1777	5189	742	1151	1186	128	158
"6960"	"PPIL4"	6580	1521	1410	7834	1720	1472	5488	1500	1144	2261	397	422	1387	196	260
"6961"	"DCAF8L1"	243	20	22	211	32	34	200	39	20	422	98	124	1192	174	237
"6962"	"ZNF500"	3227	281	621	3180	351	547	2432	421	457	987	153	219	424	50	56
"6963"	"PTK2"	19807	2899	3278	23884	3365	3379	22437	3622	3293	19634	2626	2406	2988	284	422
"6964"	"TMEM98"	77	27	16	464	83	26	691	142	68	116	18	27	11	2	2
"6965"	"ITGA7"	147	12	31	140	24	26	143	35	16	86	6	20	18	1	2
"6966"	"BATF"	168	5	14	49	4	10	23	3	0	6	0	0	8	0	0
"6967"	"OAS3"	114	17	99	184	22	92	156	29	80	177	28	52	9	11	11
"6968"	"LYNX1"	91	5	4	60	5	3	29	4	3	8	0	0	2	0	0
"6969"	"TP53I11"	123	22	3	64	9	2	22	4	1	0	0	0	9	0	0
"6970"	"MIR631"	9	2	2	12	5	7	17	0	3	1	0	1	0	0	0
"6971"	"TMEM17"	175	32	43	146	25	32	145	46	34	49	13	5	13	9	14
"6972"	"WSB1"	19304	2995	4096	23941	3653	4207	21896	4400	4793	12656	2688	2988	2737	571	787
"6973"	"DGKQ"	3282	234	653	3045	342	642	2073	302	473	1089	125	214	542	28	35
"6974"	"LOC440300"	44	5	5	62	12	9	54	13	8	15	4	2	3	1	0
"6975"	"PGLS"	4834	482	822	4160	512	695	2873	448	524	1573	141	248	778	43	67
"6976"	"C19orf18"	52	2	14	50	2	17	36	3	19	31	5	6	3	0	0
"6977"	"PPP1R21"	4774	897	886	4081	794	675	2578	668	404	1878	378	309	716	126	188
"6978"	"CHRNA5"	77	15	23	105	14	20	51	12	4	46	6	2	7	2	3
"6979"	"SNORD24"	41	11	11	52	10	14	24	8	2	0	2	1	5	2	3
"6980"	"LOC100134713"	84	7	7	44	9	11	41	3	5	15	6	4	7	0	1
"6981"	"ITSN2"	9852	1108	1694	11886	1415	1608	9835	1463	1351	6548	878	1054	1536	117	150
"6982"	"KLHL21"	15744	1146	3557	16006	1530	3146	11558	1359	1994	14189	2282	3098	135611	14083	19838
"6983"	"EXT1"	2342	254	397	2465	317	423	1665	273	358	365	39	63	479	23	23
"6984"	"TEX12"	18	1	6	7	3	5	5	1	4	3	0	1	1	1	0
"6985"	"CD276"	40	9	15	21	4	4	37	2	2	4	0	1	13	0	0
"6986"	"EIF5B"	38850	6987	7235	42834	7693	7607	25520	6252	6235	10684	2212	2557	6013	1190	1615
"6987"	"HNRNPUL2"	10683	1817	2173	12496	2197	2402	11439	2372	2427	6000	1136	1396	2112	249	322
"6988"	"SSB"	17726	3547	3633	17592	3340	3604	8987	2366	2520	4554	1101	1180	3004	684	859
"6989"	"MYEOV2"	3582	338	428	3707	465	543	2740	454	409	1461	145	218	459	30	43
"6990"	"FAM69A"	355	18	67	288	42	105	120	20	36	8	10	8	33	8	6
"6991"	"PSD4"	14224	1134	2019	12855	1381	1752	7699	1161	1147	2717	404	585	1253	199	269
"6992"	"LOC100505483"	15	3	0	0	0	0	2	0	0	0	0	0	0	0	0
"6993"	"GPR98"	0	1	3	10	0	1	16	2	1	98	13	29	25	6	9
"6994"	"KCNJ12"	4223	211	27	4606	273	16	2528	155	8	171	8	0	14	2	1
"6995"	"ZNF461"	833	98	164	752	109	132	566	114	124	364	70	67	121	19	19
"6996"	"SELO"	10991	788	2505	11760	1164	2827	8839	1355	2217	3471	540	1028	1788	112	166
"6997"	"KIAA0368"	34594	4765	5891	34983	5240	5519	25762	4682	4578	23691	3972	4742	6279	548	664
"6998"	"CMTM5"	4	0	0	14	4	5	35	0	1	44	2	1	152	9	6
"6999"	"TRIO"	3162	140	200	1387	125	106	441	35	26	33	9	2	220	8	13
"7000"	"LOC282997"	522	85	95	312	50	46	133	38	35	74	8	7	119	4	11
"7001"	"FAM127A"	5488	518	988	5880	704	978	4464	692	775	2284	182	266	871	45	72
"7002"	"FGD5-AS1"	28443	3660	4815	30206	4409	4789	22649	4034	4239	16297	2373	3309	4785	439	554
"7003"	"TAF5"	3480	610	739	3979	671	824	3847	763	880	2533	488	622	723	75	117
"7004"	"DUSP22"	1454	120	154	1302	158	138	860	110	136	213	30	42	153	9	21
"7005"	"PPM1K"	3181	584	608	3409	601	701	2355	602	696	707	151	174	595	81	130
"7006"	"LOC96610"	671	81	114	768	149	161	547	141	147	183	40	41	110	13	17
"7007"	"NAT1"	1081	174	187	1347	232	215	1093	221	205	516	92	114	127	24	52
"7008"	"MYO9B"	17409	1093	2962	19801	1816	2882	17207	2024	2572	15524	1687	2633	1880	155	204
"7009"	"PMS2P5"	117	16	9	88	13	13	47	9	4	11	1	2	11	1	1
"7010"	"KIAA1908"	885	77	100	793	71	80	532	78	68	596	84	149	119	5	8
"7011"	"ARL16"	2506	284	375	2744	302	372	1575	283	233	765	123	125	253	39	66
"7012"	"SLC25A39"	70191	6862	10714	139784	12491	15358	220375	22659	26188	438279	51787	75782	555250	66317	101434
"7013"	"PDE6G"	725	34	32	739	30	48	675	27	39	127	4	7	28	1	1
"7014"	"SC5DL"	6292	922	1229	6438	888	1164	5383	952	1244	2853	535	483	1201	126	131
"7015"	"KBTBD4"	1852	188	267	2161	248	288	1639	282	309	896	138	102	214	28	28
"7016"	"C9orf152"	3	1	0	1	0	0	1	1	0	1	0	0	41	3	3
"7017"	"ZNF585B"	1045	190	214	1410	231	261	1184	312	271	815	112	121	170	32	33
"7018"	"FBRSL1"	10023	702	1801	9489	1040	1886	7222	1104	1239	4908	543	826	1582	87	92
"7019"	"B4GALT4"	1632	244	383	1590	279	378	1239	259	279	456	78	106	282	41	63
"7020"	"CENPE"	11371	3840	2659	30249	6390	4041	55409	12999	9014	29957	6888	7285	1459	759	893
"7021"	"NPC1L1"	78	6	11	61	12	16	22	7	11	6	0	0	10	1	0
"7022"	"ZNF100"	3011	427	626	3386	533	693	2805	539	731	1620	238	501	513	61	99
"7023"	"GUSBP9"	40	2	2	33	6	4	36	6	2	12	1	3	0	0	0
"7024"	"NTN3"	35	5	3	38	2	7	5	3	2	0	0	1	4	0	0
"7025"	"LCN10"	14	0	4	4	0	3	0	0	0	0	0	0	0	0	0
"7026"	"BDNF-AS1"	35	8	10	65	10	3	94	13	13	48	9	6	7	0	0
"7027"	"STT3A"	29135	3454	4502	28488	3638	4312	20136	3509	3585	12781	1457	1916	5520	267	385
"7028"	"CCDC71L"	4774	911	1265	13195	1699	2189	24455	3693	4665	71452	11258	18586	57581	5065	6675
"7029"	"LRIG2"	2700	200	291	2555	271	337	2096	287	299	643	102	94	290	26	23
"7030"	"MEF2C"	2123	153	190	905	117	85	348	45	41	68	8	5	193	12	19
"7031"	"C16orf80"	5834	597	917	6319	766	1047	4590	777	928	2269	332	405	598	102	151
"7032"	"HECA"	3437	395	647	4995	499	591	8402	776	864	20760	4622	5520	23447	3731	4672
"7033"	"MYO15B"	951	74	164	413	48	103	158	29	41	89	12	13	131	10	15
"7034"	"ZNF20"	17	2	1	11	4	3	5	0	6	2	0	0	0	0	0
"7035"	"ULK3"	10343	939	1278	11515	1453	1377	9053	1594	951	4541	983	530	915	125	193
"7036"	"GPN2"	3627	327	595	3818	411	634	2873	390	474	1163	162	172	449	45	58
"7037"	"LOC647979"	28808	5054	6145	26313	5473	5926	17113	5236	4610	14225	2378	3224	6240	744	980
"7038"	"SMCR7"	1376	141	325	1165	132	237	1075	143	228	932	121	151	219	13	36
"7039"	"RPP21"	524	37	77	604	57	95	476	66	98	380	40	82	61	3	7
"7040"	"FLJ42969"	0	0	0	0	0	0	0	0	0	37	1	6	31	1	2
"7041"	"HDAC3"	17726	2093	2913	19694	2399	2795	15856	2463	2900	7249	1081	1350	2525	260	367
"7042"	"USF2"	12777	1448	2366	14612	1787	2500	15045	2371	2615	5742	1360	1664	1612	268	372
"7043"	"TAS2R5"	30	6	7	22	7	6	11	4	3	6	0	5	4	1	1
"7044"	"SOCS7"	4125	309	568	3203	328	521	2168	279	407	2103	161	280	610	20	38
"7045"	"MSL1"	16745	2519	3411	21449	3044	3795	18589	3183	3863	10373	1805	2029	4266	227	283
"7046"	"COL6A2"	1	0	0	1	1	0	9	1	1	15	1	2	27	5	1
"7047"	"PRKACG"	202	17	30	218	18	30	156	21	30	79	12	6	17	1	4
"7048"	"BRMS1L"	1115	207	274	1253	183	252	777	179	208	235	54	92	268	25	44
"7049"	"LOC100507462"	41	1	3	24	3	3	13	8	1	6	1	0	0	0	0
"7050"	"SETBP1"	81	13	8	206	29	9	297	68	40	88	24	16	2	1	4
"7051"	"FAM104A"	8619	1218	1845	16910	1943	2252	27894	3627	4480	44357	9681	11373	36058	9943	13099
"7052"	"AHCYL2"	1583	155	256	898	121	143	302	67	70	109	20	19	196	29	34
"7053"	"CCDC146"	74	12	31	65	6	30	34	11	13	7	5	6	16	5	2
"7054"	"OBFC2B"	4146	496	659	5588	671	735	5746	820	867	3015	300	473	561	54	73
"7055"	"EFCAB4A"	46	3	26	41	7	25	13	4	3	1	0	0	11	0	1
"7056"	"EIF3D"	70113	8292	12139	71251	9559	10982	56362	8744	9250	34236	3893	4775	10040	1018	1367
"7057"	"NID2"	515	37	18	380	38	32	183	34	22	22	11	6	33	2	3
"7058"	"NLRP10"	0	0	0	0	0	0	0	0	0	23	3	3	33	1	1
"7059"	"PDE7A"	6702	957	1182	8063	1202	1318	6091	1248	1256	2423	542	712	742	208	287
"7060"	"FKBP15"	14455	1703	2860	16460	2252	2876	13000	2415	2598	5940	850	979	2197	258	344
"7061"	"LOC678655"	383	68	72	335	52	104	258	85	65	208	28	37	83	7	10
"7062"	"FAM19A4"	3	0	0	1	0	0	2	1	0	2	0	0	7	3	4
"7063"	"IFI30"	1642	147	213	2690	203	305	3713	194	215	19262	1016	1410	59934	1623	2306
"7064"	"NELL2"	0	0	0	1	1	0	0	0	0	5	7	2	0	5	5
"7065"	"SMCR7L"	33325	3078	4249	33640	3681	4010	17993	2843	2560	7044	714	896	4464	255	391
"7066"	"SNORD68"	272	33	124	392	64	113	176	34	61	32	9	11	69	10	7
"7067"	"RP2"	3020	567	773	3331	574	696	2552	562	687	1656	342	426	568	117	136
"7068"	"SIGLEC6"	74	7	7	38	6	4	54	4	1	2	0	0	6	0	0
"7069"	"TBCCD1"	4033	629	693	5683	841	786	5508	1041	978	3104	545	515	671	81	93
"7070"	"PRUNE"	4839	601	839	4407	584	764	2847	476	482	1100	135	149	751	70	95
"7071"	"MFSD10"	1792	155	292	949	98	169	336	38	47	100	2	4	268	9	10
