ID	logFC	AveExpr	t	P.Value	adj.P.Val	B
MIR933	1.440642698	2.550939048	3.558867296	0.014266196	0.117244287	-3.331665412
SMIM43	2.509940316	2.028946189	3.557869446	0.01428216	0.11727012	-3.33289835
TSACC	1.771856305	3.13755732	3.555862209	0.014314333	0.117358711	-3.335378931
RNU1-2	1.330355625	3.640115314	3.555072878	0.014327007	0.117360991	-3.336354565
PPIAP41	1.282665636	2.879414657	3.554821143	0.014331052	0.117360991	-3.336665737
MMP9	1.686297896	1.371469782	3.546176924	0.014470725	0.118181891	-3.347356634
BCAN	1.479021269	3.803608239	3.545398661	0.014483375	0.11825001	-3.348319711
ZNF295-AS1	1.245655198	2.860909438	3.5411149	0.014553227	0.11864124	-3.353622356
LRRC32	1.696494003	2.645686142	3.538199018	0.014600991	0.118891923	-3.357233337
PDK2	-1.017707284	4.846453343	-3.535161933	0.014650927	0.11908652	-3.360995757
HOXB9	-1.156116528	5.913646384	-3.53305489	0.014685685	0.119298363	-3.363606825
CYP4F3	-1.372556255	4.649572851	-3.530877054	0.014721707	0.119486801	-3.366306312
ARSG	-1.036762998	5.392093537	-3.527781896	0.014773074	0.119689377	-3.370144056
MIR1244-3	-1.389975	1.361654167	-3.525491595	0.014811213	0.119786176	-3.37298476
HM13-IT1	1.043094339	2.049868003	3.522273357	0.014864992	0.119973598	-3.376977716
CNR2	-2.111300246	2.357946988	-3.518704487	0.014924886	0.120280118	-3.381407507
RAB28P5	-1.81981054	1.576571936	-3.512276044	0.015033457	0.12089725	-3.389391449
MOCOS	-1.154154467	3.990674344	-3.510190678	0.015068867	0.121049411	-3.391982728
MIR103A1	1.288749537	2.172695602	3.509094456	0.015087519	0.121088187	-3.393345153
TMEM144	-1.382742729	5.279661895	-3.498436049	0.015270227	0.121922322	-3.406601072
LINC01465	1.622349647	4.450795902	3.497353626	0.01528892	0.121975318	-3.407948226
TMEM35A	2.483737037	2.298510186	3.487688657	0.015456979	0.122610351	-3.419984635
SHBG	2.21461873	1.773976032	3.482331083	0.015551032	0.123008506	-3.426662694
PRMT5-AS1	1.652031531	3.225906547	3.480229959	0.015588093	0.123200707	-3.429282836
RBMS2P1	-1.830617699	1.971950517	-3.479519532	0.015600646	0.123219242	-3.430168899
TMPRSS5	-1.023728365	4.329792534	-3.474949986	0.015681662	0.123548804	-3.435869926
FCER2	-2.514773505	2.559683618	-3.469591965	0.015777259	0.12396774	-3.442558568
PCBP2-OT1	1.615998969	2.248642183	3.469185945	0.01578453	0.12396774	-3.443065592
VEZF1P1	1.107309365	2.081975516	3.467431593	0.015815989	0.124143751	-3.445256642
HLA-W	-1.268725577	3.451433159	-3.462201047	0.015910202	0.124656528	-3.451791868
LINC02012	-1.810986469	3.069444267	-3.457554775	0.015994419	0.125079182	-3.457600439
PPIL6	-1.389975	2.663951032	-3.454981029	0.016041285	0.125161316	-3.460819384
GOLGA2P8	1.830617699	1.581975516	3.454499007	0.016050079	0.125161316	-3.461422349
LILRA2	-2.451930516	1.999941289	-3.452181644	0.016092435	0.12528921	-3.464321631
PNMA6A	-2.730928653	2.91341639	-3.448914176	0.016152369	0.125634115	-3.468410934
LPCAT1	1.31155091	4.278716307	3.448158211	0.016166271	0.125637346	-3.469357262
LINC00173	-1.150010974	2.951433159	-3.447047225	0.016186726	0.125758764	-3.47074816
MICE	-1.483737037	3.465176852	-3.436379231	0.016384626	0.126722246	-3.484113106
DPYSL4	1.81981054	1.966546937	3.435758242	0.016396229	0.126740544	-3.484891596
PCBP3	1.773976032	1.943629683	3.431165354	0.016482334	0.127092718	-3.490651115
LDHD	-1.487885401	4.966756643	-3.430606791	0.01649284	0.127092718	-3.491351766
MIR3193	1.881285397	1.802296865	3.430356728	0.016497546	0.127092718	-3.491665456
EDARADD	-1.500505192	4.846156723	-3.425396126	0.01659121	0.127433425	-3.497890113
MIRLET7BHG	1.274000566	2.875082122	3.424649894	0.016605352	0.127459428	-3.498826808
CHAD	-1.095507586	3.757539333	-3.423540322	0.016626404	0.127514015	-3.500219729
CRB1	-2.319786005	2.549868003	-3.418257517	0.016727046	0.127822611	-3.506854034
GPR1-AS	-1.459070177	4.031831954	-3.417828835	0.016735243	0.127848499	-3.507392563
PTGES	-1.238081839	2.921337785	-3.41406962	0.016807315	0.128220611	-3.512116191
NRXN3	-1.9419902	3.709101474	-3.411246921	0.016861661	0.128599454	-3.515664387
RN7SKP281	-1.00697528	3.787403987	-3.403564102	0.017010578	0.129373335	-3.525327685
C3orf80	-1.274000566	2.629426924	-3.39649802	0.017148842	0.129779754	-3.534222774
SLC25A30	1.185187934	5.528915359	3.392994028	0.017217873	0.130051099	-3.538636414
SDCBP2	1.156495094	3.919036818	3.390633697	0.017264547	0.130276837	-3.54161049
RN7SL49P	1.705159072	2.845006177	3.386742743	0.017341799	0.130591745	-3.546514934
TNFRSF18	-2.099736006	1.71653467	-3.384914304	0.017378235	0.13072263	-3.548820383
SOX17	1.918295834	0.959147917	3.380064831	0.017475288	0.13112917	-3.554937324
RAX	1.918295834	0.959147917	3.380064831	0.017475288	0.13112917	-3.554937324
TBXAS1	1.576248362	3.802922221	3.379241445	0.017491826	0.13120698	-3.555976245
XKR5	-1.074130807	2.455361238	-3.375971878	0.017557672	0.13142955	-3.560102638
LMOD1	-1.086191586	4.20433119	-3.372678053	0.017624287	0.131618212	-3.564261191
GPR182	1.124847574	2.800505626	3.372554244	0.017626797	0.131618212	-3.564417533
GJA1	1.124847574	2.800505626	3.372554244	0.017626797	0.131618212	-3.564417533
SLC31A2	-1.464105808	1.39871957	-3.371912292	0.017639815	0.131679585	-3.565228209
LINC01814	-1.258028415	4.957628187	-3.370492572	0.017668643	0.131734859	-3.56702128
AKR7A3	2.107309365	1.581975516	3.370365662	0.017671222	0.131734859	-3.567181579
CRMP1	1.485504712	3.101690888	3.345849768	0.01817752	0.133903164	-3.598190261
SPATA6	1.709761006	1.91152217	3.338356516	0.01833549	0.134638526	-3.607685035
EGFL6	-1.709761006	1.91152217	-3.338356516	0.01833549	0.134638526	-3.607685035
COLEC12	1.709761006	1.91152217	3.338356516	0.01833549	0.134638526	-3.607685035
TBKBP1	-1.281293599	4.320743373	-3.335928834	0.018386998	0.134836345	-3.610762877
SOX7	1.593786571	2.73267826	3.332737081	0.018454963	0.135230218	-3.614810682
UPK1A	1.830617699	1.915308849	3.328543535	0.018544688	0.135666433	-3.620131152
NEFHP1	1.653119339	1.883201336	3.321243424	0.018702046	0.136351908	-3.629398909
NRG4	-1.578988531	1.317815099	-3.320512174	0.018717891	0.136351908	-3.63032767
FFAR3	-1.578988531	1.317815099	-3.320512174	0.018717891	0.136351908	-3.63032767
PCP4L1	1.578988531	1.317815099	3.320512174	0.018717891	0.136351908	-3.63032767
PGAM1P8	-1.193579305	4.207752991	-3.31996566	0.018729742	0.136368392	-3.631021847
CPHL1P	-1.40960623	2.428111449	-3.319491492	0.018740032	0.136368392	-3.631624164
ETNK1-DT	1.797439141	2.093707071	3.31465011	0.018845451	0.136925173	-3.637775793
ANO1	-2.541868162	2.980695087	-3.311499387	0.018914413	0.137092026	-3.641780974
PTMAP1	1.724559045	2.862279523	3.310392745	0.018938702	0.137144896	-3.643188062
ACRV1	1.006245521	4.075395914	3.309801422	0.018951694	0.137144896	-3.643939995
GPR132	-1.686297896	2.428111449	-3.309256046	0.018963686	0.137151953	-3.644633544
ANGPTL6	-1.163951032	3.217605715	-3.309161629	0.018965763	0.137151953	-3.644753617
GNA15-DT	-1.362130308	4.224184027	-3.304962276	0.019058396	0.137479272	-3.650095343
FAM110B	-1.291177333	3.355349672	-3.302367715	0.019115881	0.137616818	-3.653396947
SLC26A8	-1.716130613	2.493695505	-3.301407322	0.019137208	0.137625601	-3.654619295
RPL39P16	1.268026597	2.62643994	3.301355014	0.019138371	0.137625601	-3.654685874
PMEL	1.255178249	3.670683463	3.294770121	0.019285329	0.138118003	-3.663070355
KLK3	2.348131373	1.948041718	3.290472707	0.019381916	0.138479717	-3.668545462
GRIN3B	1.291489706	4.000659108	3.284525108	0.019516483	0.138824943	-3.676127214
HLA-H	1.263804459	3.575143141	3.279275377	0.019636127	0.139305836	-3.682823423
DND1P1	-1.515631487	3.657962316	-3.270868265	0.019829438	0.139993627	-3.69355491
RBFOX1	1.578988531	1.651148433	3.265622233	0.019951138	0.140167796	-3.700256286
COBLP1	-2.516145542	2.365382136	-3.265015214	0.019965274	0.140227049	-3.701031948
YBX1P4	1.588904313	1.851093823	3.263855565	0.01999231	0.140237467	-3.702513913
IRX2	1.588904313	1.851093823	3.263855565	0.01999231	0.140237467	-3.702513913
SNORA77	-2.181440172	1.61904092	-3.262249168	0.020029828	0.140437306	-3.7045671
LRMDA	-2.430773878	1.882053605	-3.26215233	0.020032093	0.140437306	-3.704690883
ROBO2	-1.116133435	2.143029218	-3.2588501	0.020109475	0.140627959	-3.708912726
HS3ST3B1	1.231993357	3.395946679	3.257638003	0.020137962	0.140709738	-3.710462746
RNA5-8SN5	1.1949875	3.623098949	3.257354193	0.020144639	0.140709738	-3.710825708
TTC3P1	1.08214424	4.126034621	3.254561252	0.020210476	0.140990322	-3.714398174
C7orf31	-1.187595475	4.954403164	-3.251038024	0.020293869	0.141377015	-3.718906276
LINC01775	-1.964130342	2.284362036	-3.249404785	0.020332657	0.141523628	-3.720996641
SPSB1	1.095134073	3.257328042	3.247845345	0.02036977	0.141654043	-3.722992893
RPL23AP87	-1.047157475	3.312352809	-3.246208833	0.020408798	0.141724828	-3.72508816
IRF4	3.124227905	3.757101453	3.244428469	0.020451351	0.141897731	-3.727368022
VN1R83P	-2.113283334	1.584962501	-3.243888204	0.020464284	0.14195157	-3.728059948
PRR20G	1.886599245	1.999941289	3.243380973	0.020476434	0.141999956	-3.728709604
CYP4F60P	-1.968963532	1.651148433	-3.241549045	0.020520383	0.142125146	-3.731056207
SHC3	-2.54335013	2.735780873	-3.236693055	0.02063739	0.142611589	-3.737278685
RPS4XP2	-1.887259366	2.276963016	-3.227195797	0.020868384	0.143665162	-3.749457746
ARMCX7P	1.056641667	1.1949875	3.225944744	0.020899027	0.143803961	-3.751062978
COL21A1	-1.879143307	2.329546654	-3.224632725	0.020931216	0.143917378	-3.752746662
SCRT2	-2.399890782	1.973921422	-3.223825303	0.020951053	0.143945382	-3.753782925
CADPS2	1.014356241	3.490939692	3.222144813	0.020992407	0.144026583	-3.755939983
C10orf143	1.01120476	5.623960962	3.222065963	0.02099435	0.144026583	-3.756041204
C6orf226	1.284147604	3.625835374	3.222065407	0.020994364	0.144026583	-3.756041916
SHISA2	2.386623779	1.721632723	3.221533256	0.021007479	0.144036216	-3.756725065
ESX1	2.386623779	1.721632723	3.221533256	0.021007479	0.144036216	-3.756725065
TXNDC2	-1.261049374	5.647537675	-3.220550769	0.021031718	0.144066743	-3.757986432
NID1	1.284451372	5.751877473	3.21982952	0.021049532	0.144101643	-3.758912491
OTP	2.130772474	1.39871957	3.219706691	0.021052567	0.144101643	-3.759070206
DNAI2	-1.464105808	3.229337269	-3.216784915	0.021124913	0.144359145	-3.762822432
COL26A1	1.783891813	2.086933407	3.215761628	0.021150317	0.144482409	-3.764136838
FAM238B	-2.844443244	2.422221622	-3.215127014	0.021166088	0.144530036	-3.764952067
RSPH9	1.024887002	3.984005246	3.21433054	0.0211859	0.144553798	-3.765975297
RN7SL738P	1.352964563	1.538136448	3.207139828	0.021365708	0.145374758	-3.775217073
ARHGEF3	1.178781265	4.526113945	3.204642245	0.021428559	0.145657933	-3.778428683
SLIT2	1.661833477	3.963831302	3.203490481	0.021457611	0.145783192	-3.779910004
PPP1R21-DT	1.862904879	1.931452439	3.203228796	0.021464218	0.145791984	-3.780246589
MIR7845	2.337696666	3.22549	3.201206172	0.021515362	0.146102378	-3.782848452
FCER1A	-1.992426641	1.524534154	-3.198976852	0.021571889	0.146306032	-3.785716835
KCNS2	1.992426641	1.524534154	3.198976852	0.021571889	0.146306032	-3.785716835
RNVU1-18	1.333333333	2	3.183350898	0.021972772	0.147928072	-3.805840761
LINC01499	1.333333333	1	3.183350898	0.021972772	0.147928072	-3.805840761
IPO7P2	-1.333333333	1	-3.183350898	0.021972772	0.147928072	-3.805840761
CBX1P4	-1.635630199	1.874456766	-3.182577418	0.021992829	0.147952421	-3.806837731
TEAD3	-1.096253744	4.732189792	-3.173143219	0.022239119	0.149062937	-3.819004232
ENTPD3	-1.095134073	4.179172958	-3.168219345	0.022368878	0.14964027	-3.825358806
HSPE1P3	-2.20096147	1.874456766	-3.167573473	0.022385961	0.149709763	-3.826192581
LINC00937	-1.072044477	4.186450477	-3.166272128	0.022420425	0.149737801	-3.827872692
LINC02026	1.797439141	1.427040404	3.166091648	0.02242521	0.149737801	-3.828105721
TSLP	-1.797439141	1.427040404	-3.166091648	0.02242521	0.149737801	-3.828105721
FAM86B1	-1.686297896	1.899790615	-3.164498905	0.022467481	0.149920311	-3.830162385
CDCP1	1.383238218	5.274699422	3.159375925	0.022604047	0.150297469	-3.836779801
GAL3ST2	-1.943240912	1.971620456	-3.158530769	0.022626665	0.150374987	-3.837871829
NIPAL1	-1.256347844	3.717102769	-3.150335129	0.022847307	0.150981955	-3.848466283
TBC1D3F	1.538195377	6.426308808	3.149646974	0.022865942	0.150981955	-3.849356255
PDE9A	-1.17370534	3.537435684	-3.149549978	0.02286857	0.150981955	-3.849481701
CHIC1	-1.367112639	5.89060169	-3.148969143	0.022884314	0.150981955	-3.850232936
FAM90A1	-1.686297896	1.704803115	-3.148812616	0.022888559	0.150981955	-3.85043539
INSYN1	1.723308334	1.389975	3.146735789	0.022944962	0.151027274	-3.853121893
CCDC85A	1.723308334	1.389975	3.146735789	0.022944962	0.151027274	-3.853121893
UMODL1	1.514773505	1.81402842	3.14368472	0.023028105	0.151320456	-3.857069656
TBL1YP1	-1.635630199	1.151148433	-3.14025791	0.023121886	0.151539805	-3.861505029
RNU6-807P	1.635630199	1.151148433	3.14025791	0.023121886	0.151539805	-3.861505029
FMN2	-1.440642698	1.053654682	-3.140245291	0.023122232	0.151539805	-3.861521365
STEAP2	1.440642698	1.053654682	3.140245291	0.023122232	0.151539805	-3.861521365
ROS1	-1.163951032	1.248642183	-3.135320683	0.023257748	0.151956158	-3.867898031
TUBA4B	1.163951032	1.248642183	3.135320683	0.023257748	0.151956158	-3.867898031
ITGB2-AS1	-1.163951032	1.248642183	-3.135320683	0.023257748	0.151956158	-3.867898031
TRABD2B	1.163951032	1.248642183	3.135320683	0.023257748	0.151956158	-3.867898031
RNU6-548P	1.918295834	1.487468751	3.127357936	0.023478737	0.15292666	-3.878215278
IGLV2-18	-2.01479804	1.00739902	-3.114509927	0.023840234	0.15425604	-3.894879487
RNU6-8	2.130772474	1.593707071	3.112534106	0.023896372	0.154473582	-3.897444051
ZNF878	1.070188995	2.773176337	3.108554118	0.0240099	0.154951943	-3.902611487
PKD1P1	1.160580593	4.304849342	3.107597315	0.024037281	0.155032134	-3.903854057
RNU5D-1	1.298541923	4.536530328	3.106896801	0.02405735	0.155032134	-3.904763865
TPH2	2.043094339	2.323844035	3.104085042	0.024138091	0.155198568	-3.908416331
TEN1-CDK3	1.014613114	4.760602618	3.103520952	0.024154326	0.155221834	-3.909149203
CACHD1	-1.247638287	3.704082921	-3.102566551	0.024181821	0.155221834	-3.910389263
NTN1	-1.45585692	3.563860007	-3.101085338	0.024224561	0.155417138	-3.912314043
TNF	2.097593916	1.82277299	3.100531433	0.024240565	0.155417138	-3.913033893
ALDH1A2	-1.794087919	3.199340825	-3.096499173	0.024357426	0.155875829	-3.918275349
RNU4ATAC	1.149152992	3.654840274	3.096358038	0.024361528	0.155875829	-3.918458845
IPO7P1	1.153143873	2.878868802	3.095665263	0.024381672	0.155897493	-3.919359589
CADM3-AS1	-1.57329736	4.613242101	-3.09293398	0.024461271	0.156139039	-3.922911384
CLIP3	1.029578874	5.798705784	3.086122923	0.024661025	0.157085236	-3.931772663
TMEM249	1.935784974	1.30122582	3.084940315	0.024695893	0.157135098	-3.933311846
PANX2	1.133310202	3.7872478	3.083320668	0.024743734	0.157290086	-3.935420126
SNHG25	1.155952273	4.679616693	3.080974606	0.024813214	0.157590086	-3.938474556
OR11H7	2.16926488	1.612953274	3.079678709	0.024851686	0.157590086	-3.940162031
GFY	2.16926488	1.612953274	3.079678709	0.024851686	0.157590086	-3.940162031
NHSL1	1.329982112	2.657417697	3.079517249	0.024856484	0.157590086	-3.940372294
ZBED3-AS1	1.096031049	4.770829467	3.07765516	0.024911892	0.157720559	-3.942797451
KCNN1	-1.498618342	3.139284172	-3.077518896	0.024915951	0.157720559	-3.942974936
DGAT2	-1.230857158	4.62265326	-3.072951896	0.02505245	0.15821963	-3.948924835
ALK	1.635630199	1.346135933	3.069416135	0.025158696	0.158671519	-3.953533017
CCNA1	-1.635630199	1.346135933	-3.069416135	0.025158696	0.158671519	-3.953533017
FBXL16	1.635630199	1.346135933	3.069416135	0.025158696	0.158671519	-3.953533017
AFTPH-DT	-1.371825739	2.516530568	-3.068037628	0.025200254	0.158860594	-3.955330055
CPNE9	-1.589184638	2.925364793	-3.065224497	0.025285297	0.158945183	-3.958998017
MED15P9	1.709761006	1.383201336	3.065103182	0.025288972	0.158945183	-3.959156219
MIR4280HG	-1.709761006	1.383201336	-3.065103182	0.025288972	0.158945183	-3.959156219
OR2I1P	1.709761006	1.383201336	3.065103182	0.025288972	0.158945183	-3.959156219
OR55B1P	1.709761006	1.383201336	3.065103182	0.025288972	0.158945183	-3.959156219
LINC02552	1.709761006	1.383201336	3.065103182	0.025288972	0.158945183	-3.959156219
DLL4	1.709761006	1.383201336	3.065103182	0.025288972	0.158945183	-3.959156219
ENPP2	-1.709761006	1.383201336	-3.065103182	0.025288972	0.158945183	-3.959156219
TBILA	1.709761006	1.383201336	3.065103182	0.025288972	0.158945183	-3.959156219
CYP4A22	1.254166895	2.896201755	3.058871142	0.025478535	0.159661218	-3.967285579
LINC01721	1.497284365	2.684427157	3.052434229	0.025675982	0.160458808	-3.975687211
GGT1	-1.535776771	2.824530053	-3.051545812	0.025703366	0.160520272	-3.976847197
STIP1P3	1.992426641	1.329546654	3.049786562	0.025757688	0.160783711	-3.979144495
SLC26A11	-2.113283334	1.389975	-3.047881307	0.025816661	0.161044556	-3.981632879
RNU6-1279P	1.528320834	1.09749375	3.045930262	0.025877207	0.161165781	-3.984181528
LGSN	1.683865796	3.777717872	3.043792195	0.025943736	0.161288651	-3.986975017
LANCL1-AS1	1.050667698	2.11029635	3.043785133	0.025943956	0.161288651	-3.986984246
TUBB8P1	1.992426641	1.662879987	3.043125484	0.025964521	0.161345479	-3.987846223
B3GNT8	-1.133873814	4.421176716	-3.040678922	0.02604095	0.161526273	-3.99104366
PRDM8-AS1	1.056641667	0.861654167	3.034183101	0.026245084	0.162165308	-3.999536645
CFAP299	1.056641667	0.861654167	3.034183101	0.026245084	0.162165308	-3.999536645
ITIH6	1.056641667	0.861654167	3.034183101	0.026245084	0.162165308	-3.999536645
NDUFB9P2	-1.056641667	0.861654167	-3.034183101	0.026245084	0.162165308	-3.999536645
RNU6-126P	1.056641667	0.861654167	3.034183101	0.026245084	0.162165308	-3.999536645
SLC2A5	-1.056641667	0.861654167	-3.034183101	0.026245084	0.162165308	-3.999536645
MIR4682	-1.056641667	0.861654167	-3.034183101	0.026245084	0.162165308	-3.999536645
LINC02034	1.056641667	0.861654167	3.034183101	0.026245084	0.162165308	-3.999536645
RPL23AP64	2.576729021	3.206660344	3.033824127	0.026256416	0.162165308	-4.000006136
ICAM3	-1.96561231	2.177793655	-3.033701655	0.026260284	0.162165308	-4.000166317
RBM47	-1.21461873	4.242939563	-3.031073465	0.026343431	0.162219869	-4.003604161
RPL12P13	-1.1949875	0.930827083	-3.03093105	0.026347945	0.162219869	-4.003790473
EMP2P1	1.1949875	0.930827083	3.03093105	0.026347945	0.162219869	-4.003790473
PCCA-AS1	1.1949875	0.930827083	3.03093105	0.026347945	0.162219869	-4.003790473
PDXP-DT	1.1949875	0.930827083	3.03093105	0.026347945	0.162219869	-4.003790473
ODF2-AS1	-1.1949875	0.930827083	-3.03093105	0.026347945	0.162219869	-4.003790473
MIR3677	-1.1949875	0.930827083	-3.03093105	0.026347945	0.162219869	-4.003790473
BPIFB1	-1.1949875	0.930827083	-3.03093105	0.026347945	0.162219869	-4.003790473
CCT6P2	1.1949875	0.930827083	3.03093105	0.026347945	0.162219869	-4.003790473
ASTL	1.817070371	1.575201852	3.030611669	0.026358071	0.16224581	-4.004208307
ARPP21-AS1	-1.602451641	0.80122582	-3.029959383	0.026378765	0.162263996	-4.005061705
MYLK4	-1.035359506	4.242238799	-3.026653956	0.026483907	0.162506746	-4.009387049
UBTD1	1.356756684	4.949638739	3.02482634	0.02654224	0.162506746	-4.011779156
FREM3	1.547952063	1.302296865	3.022410145	0.026619577	0.162506746	-4.014942253
PRKCH-AS1	-1.547952063	1.302296865	-3.022410145	0.026619577	0.162506746	-4.014942253
ZBTB7C	1.547952063	1.302296865	3.022410145	0.026619577	0.162506746	-4.014942253
CCDC188	1.547952063	1.302296865	3.022410145	0.026619577	0.162506746	-4.014942253
LINC00940	-1.547952063	1.302296865	-3.022410145	0.026619577	0.162506746	-4.014942253
SULT2B1	-1.547952063	1.302296865	-3.022410145	0.026619577	0.162506746	-4.014942253
PRSS16	1.547952063	1.302296865	3.022410145	0.026619577	0.162506746	-4.014942253
PRRX2	1.547952063	1.302296865	3.022410145	0.026619577	0.162506746	-4.014942253
NAV2-AS6	1.547952063	1.302296865	3.022410145	0.026619577	0.162506746	-4.014942253
SDR42E2	1.618220212	4.055703643	3.017515589	0.026777006	0.16313986	-4.021351977
BRD7P5	-1.571415173	1.785707586	-3.011151898	0.026983228	0.163924453	-4.029689909
LINC01091	1.1949875	2.428111449	3.007758578	0.027093908	0.164342161	-4.034137929
BRCA1P1	-1.773976032	1.220321349	-3.004498383	0.027200719	0.164784996	-4.038412735
RN7SL181P	1.20260782	2.903600775	3.001860869	0.027287469	0.165129323	-4.041871997
AQP5	1.830617699	1.443629683	2.997559	0.027429618	0.165500475	-4.047515927
GGT5	1.830617699	1.443629683	2.997559	0.027429618	0.165500475	-4.047515927
PINCR	1.830617699	1.443629683	2.997559	0.027429618	0.165500475	-4.047515927
ERVE-1	-1.830617699	1.443629683	-2.997559	0.027429618	0.165500475	-4.047515927
NPAS3	-1.830617699	1.443629683	-2.997559	0.027429618	0.165500475	-4.047515927
DLX2	1.688354485	4.169937217	2.995852628	0.027486229	0.165697372	-4.049755243
ABCA17P	1.023983281	4.055110514	2.994985579	0.027515044	0.165793971	-4.050893226
MYO5C	1.543118873	3.161534437	2.983429893	0.027902275	0.167103844	-4.066068221
MSX2	2.163951032	1.855951548	2.982705149	0.02792676	0.167103844	-4.067020479
RGS13	-1.302296865	2.286778631	-2.980871464	0.027988818	0.16730206	-4.069430074
RNU6ATAC24P	1.061955515	2.69492879	2.980222251	0.028010826	0.167350529	-4.07028328
LINC01168	2.245655198	1.984481766	2.97594513	0.028156295	0.167964541	-4.075905569
SORL1	-1.144117362	3.920190054	-2.974211153	0.028215506	0.168204812	-4.07818549
RN7SL416P	-2.088928847	2.151773788	-2.969447491	0.028378883	0.16885189	-4.084450785
CBARP	1.206180427	5.517140718	2.968107442	0.028425029	0.168906719	-4.086213726
GTF2IP5	1.251629167	2.261444782	2.963699186	0.028577419	0.169565933	-4.092014589
CYP46A1	2.23998639	2.648314028	2.963287609	0.028591692	0.169565933	-4.0925563
HNRNPKP1	-1.340789271	2.198715469	-2.958367937	0.028762919	0.170067499	-4.099033002
LYG2	1.075502843	2.614024318	2.955963589	0.028847012	0.170271211	-4.102199309
RPL35AP5	1.881285397	1.468963532	2.955037614	0.028879471	0.170389498	-4.103418909
ATXN2-AS	1.245655198	1.484481766	2.952767949	0.0289592	0.170602666	-4.106408694
FBLN1	1.245655198	1.484481766	2.952767949	0.0289592	0.170602666	-4.106408694
HIGD1AP1	1.269118307	2.075201852	2.952256574	0.028977198	0.170602666	-4.107082399
H4C1	1.070976147	4.316920043	2.951786871	0.028993739	0.17062346	-4.107701228
B3GNT4	1.279545671	3.16052031	2.947195967	0.029155965	0.171256456	-4.113751033
IRX5	1.004882259	4.292306911	2.945060885	0.029231752	0.171428195	-4.116565413
LINC00472	1.547952063	1.830617699	2.942247003	0.029331965	0.171583552	-4.120275346
MICU3	1.547952063	1.830617699	2.942247003	0.029331965	0.171583552	-4.120275346
GLIS3	1.547952063	1.830617699	2.942247003	0.029331965	0.171583552	-4.120275346
GRAMD1B	-1.437509799	3.33600458	-2.941094734	0.02937311	0.171604752	-4.121794801
CHKA-DT	1.42709537	1.770189352	2.931474934	0.029719108	0.172963319	-4.134485879
TYRO3P	1.42709537	1.770189352	2.931474934	0.029719108	0.172963319	-4.134485879
CRISPLD2	1.226023968	2.581975516	2.929348944	0.029796178	0.173081482	-4.13729202
SRP14-DT	1.192755949	5.027726746	2.924187264	0.029984212	0.173585816	-4.144107122
UBOX5-AS1	1.018958174	4.25859048	2.923458779	0.030010855	0.173592957	-4.145069198
MAPK10	1.389883653	4.092372765	2.923067708	0.030025168	0.173592957	-4.14558569
C1orf54	-1.21247664	3.329546654	-2.919392831	0.030160038	0.174199454	-4.150439979
LINC00511	1.40746414	3.201016436	2.910925259	0.030473345	0.175202794	-4.161630776
KLF2	2.150244703	3.714743431	2.909582759	0.030523347	0.175303932	-4.163405753
MPIG6B	1.474098728	5.834489908	2.9090012	0.030545035	0.175352783	-4.164174718
AFG1L	-1.005096309	6.453350684	-2.907561731	0.03059879	0.17554614	-4.166078211
UNC79	1.251629167	2.154135417	2.903703648	0.03074338	0.176159758	-4.17118109
RNF165	1.779950001	1.751629167	2.901815592	0.030814412	0.176312747	-4.173678909
CTNNA3	1.302296865	0.984481766	2.901308945	0.030833504	0.176312747	-4.174349247
RPS27AP10	-1.302296865	0.984481766	-2.901308945	0.030833504	0.176312747	-4.174349247
FERP1	1.302296865	0.984481766	2.901308945	0.030833504	0.176312747	-4.174349247
MIR5192	1.876452207	1.79988027	2.892240671	0.031177426	0.177534706	-4.186352049
HNRNPA3P9	1.700045557	1.957332144	2.890989387	0.031225212	0.177622522	-4.188008946
PSD2	1.653119339	1.883201336	2.889746653	0.031272751	0.177743938	-4.189654688
RCOR2	1.653119339	1.883201336	2.889746653	0.031272751	0.177743938	-4.189654688
RNU6-516P	1.528320834	1.29248125	2.888603746	0.031316542	0.177743938	-4.191168376
LGALS9B	-1.528320834	1.29248125	-2.888603746	0.031316542	0.177743938	-4.191168376
MIR3648-1	1.528320834	1.29248125	2.888603746	0.031316542	0.177743938	-4.191168376
HUS1B	1.138345833	2.09749375	2.887266796	0.031367853	0.177768318	-4.192939235
GNG3	1.869110105	2.267888386	2.885607049	0.031431681	0.17792426	-4.19513792
PPP1R27	1.746771443	2.175682587	2.8744244	0.031865463	0.179556368	-4.209959314
RPS15AP11	-1.440642698	1.248642183	-2.873788751	0.031890317	0.179556368	-4.210802195
EVX2	1.440642698	1.248642183	2.873788751	0.031890317	0.179556368	-4.210802195
LPL	1.440642698	1.248642183	2.873788751	0.031890317	0.179556368	-4.210802195
LINC00942	-1.440642698	1.248642183	-2.873788751	0.031890317	0.179556368	-4.210802195
NFIA-AS2	1.440642698	1.248642183	2.873788751	0.031890317	0.179556368	-4.210802195
LINC02228	1.440642698	1.248642183	2.873788751	0.031890317	0.179556368	-4.210802195
HPX	1.440642698	1.248642183	2.873788751	0.031890317	0.179556368	-4.210802195
SGCA	1.440642698	1.248642183	2.873788751	0.031890317	0.179556368	-4.210802195
PSG4	1.440642698	1.248642183	2.873788751	0.031890317	0.179556368	-4.210802195
ARHGAP8	-1.464105808	3.090991436	-2.872964044	0.031922594	0.179689828	-4.211895833
